# theta, boost
2.805046135754908576e+00 1.026295055983392990e+00
3.531343861556885511e+00 1.022935832954855018e+00
4.445698525097306231e+00 1.019743155698763282e+00
5.596802846420849242e+00 1.017370923302975294e+00
7.045957328161134292e+00 1.014774781835549478e+00
8.870334730839386950e+00 1.012517070883323544e+00
1.116708980377407912e+01 1.010535438181618950e+00
1.405853312975872704e+01 1.008720077153571593e+00
1.769864460960344488e+01 1.006887949942729454e+00
2.228127345334363341e+01 1.005603147920408169e+00
2.805046135754907866e+01 1.004351837003845560e+00
3.531343861556884889e+01 1.003533539007149145e+00
4.445698525097307652e+01 1.002743120766117935e+00
5.596802846420851552e+01 1.002021944160939038e+00
7.045957328161131272e+01 1.001655015004692117e+00
8.870334730839388726e+01 1.001356437784696629e+00
1.116708980377407130e+02 1.001268598392605291e+00
1.405853312975872882e+02 1.001300696657543510e+00
1.769864460960343422e+02 1.001541637084226499e+00
2.228127345334363838e+02 1.001727993983122067e+00
2.805046135754906231e+02 1.001685858111011962e+00
3.531343861556885599e+02 1.001623708528845302e+00
4.445698525097302536e+02 1.001303931102068390e+00
5.596802846420847573e+02 1.000440831713893086e+00
7.045957328161139230e+02 1.000310414245652257e+00
8.870334730839383610e+02 1.000519580416954213e+00
