# theta, gamma_t
2.805046135754908576e+00 -2.508790063457791146e-05
3.531343861556885511e+00 -1.676205132667984456e-05
4.445698525097306231e+00 -9.678151579557036548e-06
5.596802846420849242e+00 -5.960505085923854243e-06
7.045957328161134292e+00 -7.126244056488805979e-06
8.870334730839386950e+00 -8.955397846314303297e-06
1.116708980377407912e+01 -2.980643283336643807e-06
1.405853312975872704e+01 -1.040334053660956013e-05
1.769864460960344488e+01 -5.814175659440907824e-06
2.228127345334363341e+01 -5.894048322365455305e-06
2.805046135754907866e+01 -4.290134110035271381e-06
3.531343861556884889e+01 -2.779872550414752656e-06
4.445698525097307652e+01 -4.478753631803654103e-06
5.596802846420851552e+01 2.708248918539257981e-06
7.045957328161131272e+01 2.094413812570807810e-06
8.870334730839388726e+01 -1.601532684907506881e-06
1.116708980377407130e+02 6.857406687150986579e-07
1.405853312975872882e+02 -3.843799527776160456e-07
1.769864460960343422e+02 -6.997944037409149869e-06
2.228127345334363838e+02 -8.380760244579127090e-06
2.805046135754906231e+02 -5.125667452702938237e-06
3.531343861556885599e+02 -2.254688271961685318e-06
4.445698525097302536e+02 -1.214583350143827614e-06
5.596802846420847573e+02 9.602052698769927621e-06
7.045957328161139230e+02 6.510423660098162035e-06
8.870334730839383610e+02 -3.017025533221144903e-06
