# theta, gamma_t
2.805046135754908576e+00 -1.339118310546019281e-05
3.531343861556885511e+00 -8.110384876088651396e-06
4.445698525097306231e+00 -1.221399859676268018e-05
5.596802846420849242e+00 -2.172848804929746415e-05
7.045957328161134292e+00 -1.052740016926912976e-05
8.870334730839386950e+00 -8.090678757548017838e-06
1.116708980377407912e+01 -3.829844676196093226e-06
1.405853312975872704e+01 -8.183885395297944019e-06
1.769864460960344488e+01 -5.054886649829191723e-06
2.228127345334363341e+01 -4.063861792005431662e-06
2.805046135754907866e+01 -5.273526743140553383e-07
3.531343861556884889e+01 -2.058530108522243900e-06
4.445698525097307652e+01 -3.437779844340186305e-06
5.596802846420851552e+01 -1.085696848847104775e-06
7.045957328161131272e+01 -6.831686037446707199e-07
8.870334730839388726e+01 -3.539760405495605139e-06
1.116708980377407130e+02 -9.070000038204358464e-06
1.405853312975872882e+02 -1.029317779155623509e-05
1.769864460960343422e+02 -1.613995404054054740e-05
2.228127345334363838e+02 -1.611965634533367290e-05
2.805046135754906231e+02 -1.467083501080160397e-05
3.531343861556885599e+02 -1.164022945038323397e-05
4.445698525097302536e+02 -1.877286501849160334e-06
5.596802846420847573e+02 1.137057140636832027e-05
7.045957328161139230e+02 2.247216268908322971e-06
8.870334730839383610e+02 -4.313739292978014422e-06
