# theta, gamma_t
2.805046135754908576e+00 -3.365439255317872439e-05
3.531343861556885511e+00 -1.673902761555467282e-05
4.445698525097306231e+00 -1.488117658020003540e-05
5.596802846420849242e+00 -1.717531516130673430e-05
7.045957328161134292e+00 -4.298171890962057567e-06
8.870334730839386950e+00 -7.159022456880858063e-06
1.116708980377407912e+01 -8.386907403538481052e-07
1.405853312975872704e+01 -6.607879881569927018e-06
1.769864460960344488e+01 -8.158912439933453019e-06
2.228127345334363341e+01 -3.401284333514984778e-06
2.805046135754907866e+01 -4.660307467486225038e-06
3.531343861556884889e+01 -2.781502598899855053e-06
4.445698525097307652e+01 -4.410349408739332304e-06
5.596802846420851552e+01 2.611566111950296116e-06
7.045957328161131272e+01 9.835114004328105889e-07
8.870334730839388726e+01 -2.345622709916168772e-06
1.116708980377407130e+02 1.052632998077294449e-06
1.405853312975872882e+02 -2.824829141798193853e-07
1.769864460960343422e+02 -7.438799859158874851e-06
2.228127345334363838e+02 -8.221895940180856880e-06
2.805046135754906231e+02 -5.102450555598501789e-06
3.531343861556885599e+02 -2.048616691735770350e-06
4.445698525097302536e+02 -1.095944302527669703e-06
5.596802846420847573e+02 9.507427935395971837e-06
7.045957328161139230e+02 6.412001606822971156e-06
8.870334730839383610e+02 -2.877005000096544471e-06
