# theta, gammat_err
2.805046135754908576e+00 5.000213092183804090e-05
3.531343861556885511e+00 4.013570982762947623e-05
4.445698525097306231e+00 3.099327908986403889e-05
5.596802846420849242e+00 2.469387848624462407e-05
7.045957328161134292e+00 2.156761261382565711e-05
8.870334730839386950e+00 1.858619916830075639e-05
1.116708980377407912e+01 1.301251377094881593e-05
1.405853312975872704e+01 1.158006762892853380e-05
1.769864460960344488e+01 1.110542887421699283e-05
2.228127345334363341e+01 8.069928217239404324e-06
2.805046135754907866e+01 8.124963007320277014e-06
3.531343861556884889e+01 7.507416323998382836e-06
4.445698525097307652e+01 6.422666483773594350e-06
5.596802846420851552e+01 5.374387045370214456e-06
7.045957328161131272e+01 5.365329600057111110e-06
8.870334730839388726e+01 5.109784032940925988e-06
1.116708980377407130e+02 4.687948596553325262e-06
1.405853312975872882e+02 4.172618991305710751e-06
1.769864460960343422e+02 3.564710532679608441e-06
2.228127345334363838e+02 3.361589978840257101e-06
2.805046135754906231e+02 3.462749404896461518e-06
3.531343861556885599e+02 2.729153059901417686e-06
4.445698525097302536e+02 2.377504932562930260e-06
5.596802846420847573e+02 1.978821024151809522e-06
7.045957328161139230e+02 1.786015856831325625e-06
8.870334730839383610e+02 1.710699218157405093e-06
