# theta, gammat_err
2.805046135754908576e+00 6.070878224436729222e-05
3.531343861556885511e+00 4.573316807803936494e-05
4.445698525097306231e+00 3.714773725161343886e-05
5.596802846420849242e+00 3.017906770656647529e-05
7.045957328161134292e+00 2.393359866564812122e-05
8.870334730839386950e+00 1.952309360338026452e-05
1.116708980377407912e+01 1.640868228853572741e-05
1.405853312975872704e+01 1.291768749648415341e-05
1.769864460960344488e+01 1.158922744777428899e-05
2.228127345334363341e+01 9.696569181337058504e-06
2.805046135754907866e+01 8.331697592407670970e-06
3.531343861556884889e+01 7.123450514086551861e-06
4.445698525097307652e+01 6.494389659367877310e-06
5.596802846420851552e+01 6.045802248815087412e-06
7.045957328161131272e+01 5.833430101335539132e-06
8.870334730839388726e+01 5.415615160689433378e-06
1.116708980377407130e+02 4.821668515328508351e-06
1.405853312975872882e+02 4.345919522289433336e-06
1.769864460960343422e+02 3.954594498883669195e-06
2.228127345334363838e+02 4.234677676836498609e-06
2.805046135754906231e+02 4.115056973127177214e-06
3.531343861556885599e+02 3.339943653090270682e-06
4.445698525097302536e+02 2.738335191673173896e-06
5.596802846420847573e+02 2.487358002814611079e-06
7.045957328161139230e+02 2.158993801864086959e-06
8.870334730839383610e+02 2.163937673342618808e-06
