# theta, gammat_err
2.805046135754908576e+00 5.813766964084858627e-05
3.531343861556885511e+00 4.110091969275119845e-05
4.445698525097306231e+00 3.474572119884885077e-05
5.596802846420849242e+00 2.603684265351082432e-05
7.045957328161134292e+00 2.372184907954269346e-05
8.870334730839386950e+00 1.786246058812615057e-05
1.116708980377407912e+01 1.460049618026928990e-05
1.405853312975872704e+01 1.347183068713147090e-05
1.769864460960344488e+01 1.106200957380448228e-05
2.228127345334363341e+01 9.369300991693222050e-06
2.805046135754907866e+01 8.718517340267308615e-06
3.531343861556884889e+01 7.107943135834362648e-06
4.445698525097307652e+01 7.139601494855509127e-06
5.596802846420851552e+01 7.025449506462100851e-06
7.045957328161131272e+01 5.866247379354364570e-06
8.870334730839388726e+01 5.511393546451633269e-06
1.116708980377407130e+02 4.984458994596064282e-06
1.405853312975872882e+02 4.787862292268060883e-06
1.769864460960343422e+02 4.439407545574894769e-06
2.228127345334363838e+02 4.532751795544611460e-06
2.805046135754906231e+02 4.138705545793458080e-06
3.531343861556885599e+02 3.825239399234514316e-06
4.445698525097302536e+02 3.307341967545692462e-06
5.596802846420847573e+02 2.729017266842127988e-06
7.045957328161139230e+02 2.186208676111508554e-06
8.870334730839383610e+02 1.912152413649734143e-06
