# theta, gammat_err
2.805046135754908576e+00 5.392707887090396259e-05
3.531343861556885511e+00 3.951931327341390917e-05
4.445698525097306231e+00 3.497389975022686422e-05
5.596802846420849242e+00 2.805024540913094477e-05
7.045957328161134292e+00 2.093361804227865839e-05
8.870334730839386950e+00 1.848699579441964212e-05
1.116708980377407912e+01 1.618165168761426595e-05
1.405853312975872704e+01 1.411698256322688377e-05
1.769864460960344488e+01 1.102454499652537836e-05
2.228127345334363341e+01 1.020387562741474676e-05
2.805046135754907866e+01 8.803325363117543454e-06
3.531343861556884889e+01 7.885235637332586541e-06
4.445698525097307652e+01 7.679645326729950562e-06
5.596802846420851552e+01 7.297095732313061005e-06
7.045957328161131272e+01 7.126446399608129354e-06
8.870334730839388726e+01 6.939210997556998239e-06
1.116708980377407130e+02 7.207531897591448385e-06
1.405853312975872882e+02 6.490667957739021932e-06
1.769864460960343422e+02 6.289702802204505835e-06
2.228127345334363838e+02 5.901164519241205414e-06
2.805046135754906231e+02 5.419251602649955828e-06
3.531343861556885599e+02 5.103779814540180008e-06
4.445698525097302536e+02 4.166699673826107250e-06
5.596802846420847573e+02 3.398815663033969973e-06
7.045957328161139230e+02 2.757795419409881881e-06
8.870334730839383610e+02 2.639712216865935926e-06
