# theta, gammat_err
2.805046135754908576e+00 7.292023794685530721e-05
3.531343861556885511e+00 5.585868154745456051e-05
4.445698525097306231e+00 4.862420537369651111e-05
5.596802846420849242e+00 4.098608325982653391e-05
7.045957328161134292e+00 3.344665275136662858e-05
8.870334730839386950e+00 2.770055024508821784e-05
1.116708980377407912e+01 2.407979376792737506e-05
1.405853312975872704e+01 1.921572262797793481e-05
1.769864460960344488e+01 1.725680345648037222e-05
2.228127345334363341e+01 1.465149641635327791e-05
2.805046135754907866e+01 1.206655055064583996e-05
3.531343861556884889e+01 1.009914471188023970e-05
4.445698525097307652e+01 1.012747361759171046e-05
5.596802846420851552e+01 8.889139513922337374e-06
7.045957328161131272e+01 8.600387493786981817e-06
8.870334730839388726e+01 8.187235509939029299e-06
1.116708980377407130e+02 8.437132432524330322e-06
1.405853312975872882e+02 8.338251451904840861e-06
1.769864460960343422e+02 7.799048620710992649e-06
2.228127345334363838e+02 8.201806808422891471e-06
2.805046135754906231e+02 8.037492681755235480e-06
3.531343861556885599e+02 8.047828104674951995e-06
4.445698525097302536e+02 7.380732492092365591e-06
5.596802846420847573e+02 5.888852023897450664e-06
7.045957328161139230e+02 4.600553185523306647e-06
8.870334730839383610e+02 4.481236192950445050e-06
