# theta, gammat_err
2.805046135754908576e+00 5.681963858740253384e-05
3.531343861556885511e+00 4.514298309690728929e-05
4.445698525097306231e+00 3.495433593145401820e-05
5.596802846420849242e+00 2.976122722565110125e-05
7.045957328161134292e+00 2.416757788687002068e-05
8.870334730839386950e+00 1.912432626719350775e-05
1.116708980377407912e+01 1.668174812600280640e-05
1.405853312975872704e+01 1.368309391878792749e-05
1.769864460960344488e+01 1.158949182944749816e-05
2.228127345334363341e+01 9.700782350438708933e-06
2.805046135754907866e+01 9.251790591277174111e-06
3.531343861556884889e+01 7.626100533715499587e-06
4.445698525097307652e+01 7.224297207728545053e-06
5.596802846420851552e+01 6.430910461310015180e-06
7.045957328161131272e+01 5.618994295742181347e-06
8.870334730839388726e+01 5.826693503346905189e-06
1.116708980377407130e+02 5.900537306539544843e-06
1.405853312975872882e+02 5.366587294036629376e-06
1.769864460960343422e+02 4.502926764302692951e-06
2.228127345334363838e+02 4.483890928525030497e-06
2.805046135754906231e+02 4.357420212572577371e-06
3.531343861556885599e+02 3.612260739166832994e-06
4.445698525097302536e+02 3.288499980678371614e-06
5.596802846420847573e+02 2.796159547928981602e-06
7.045957328161139230e+02 2.373095231078499996e-06
8.870334730839383610e+02 2.019541559154388677e-06
