# theta, gammat_err
2.805046135754908576e+00 5.911036017406329842e-05
3.531343861556885511e+00 5.187982283844900464e-05
4.445698525097306231e+00 3.914924186221308548e-05
5.596802846420849242e+00 2.806792523285157417e-05
7.045957328161134292e+00 2.301138948163258103e-05
8.870334730839386950e+00 2.017222110516811272e-05
1.116708980377407912e+01 1.641990555082700837e-05
1.405853312975872704e+01 1.342334984565308967e-05
1.769864460960344488e+01 1.200278011164980815e-05
2.228127345334363341e+01 1.040856817359016113e-05
2.805046135754907866e+01 8.971065061108709650e-06
3.531343861556884889e+01 8.106096631693586517e-06
4.445698525097307652e+01 7.100810217270458422e-06
5.596802846420851552e+01 7.030952056883119771e-06
7.045957328161131272e+01 6.478302275373022486e-06
8.870334730839388726e+01 6.600790996430537875e-06
1.116708980377407130e+02 6.244584708105953984e-06
1.405853312975872882e+02 6.057524932811052091e-06
1.769864460960343422e+02 6.109767407952167914e-06
2.228127345334363838e+02 6.179096925821611389e-06
2.805046135754906231e+02 5.902943602751523457e-06
3.531343861556885599e+02 4.275381603746011606e-06
4.445698525097302536e+02 4.097624271983749156e-06
5.596802846420847573e+02 3.649194305797928039e-06
7.045957328161139230e+02 2.922944079376060096e-06
8.870334730839383610e+02 2.784562836557021425e-06
