# theta, gamma_x
2.805046135754908576e+00 7.736521549527844557e-07
3.531343861556885511e+00 6.258421691758180773e-08
4.445698525097306231e+00 3.646710295114268430e-08
5.596802846420849242e+00 -5.961680335173692684e-08
7.045957328161134292e+00 -1.102221049944102472e-07
8.870334730839386950e+00 -4.736013430682105114e-07
1.116708980377407912e+01 -3.317847365348613348e-08
1.405853312975872704e+01 -2.489975642817896741e-07
1.769864460960344488e+01 8.885631704687767214e-08
2.228127345334363341e+01 3.740565172535730445e-07
2.805046135754907866e+01 2.645386409343234528e-07
3.531343861556884889e+01 2.916538430010827316e-07
4.445698525097307652e+01 2.651413465955865742e-07
5.596802846420851552e+01 2.810028760502223224e-07
7.045957328161131272e+01 2.783095861889835217e-07
8.870334730839388726e+01 3.580549632037250397e-07
1.116708980377407130e+02 4.560406304963834970e-07
1.405853312975872882e+02 6.206290505967305433e-07
1.769864460960343422e+02 9.505811337551777429e-07
2.228127345334363838e+02 9.684254507241143937e-07
2.805046135754906231e+02 1.050738548460309068e-06
3.531343861556885599e+02 9.178742052579080394e-07
4.445698525097302536e+02 8.272736141873567027e-07
5.596802846420847573e+02 6.411186157684256078e-07
7.045957328161139230e+02 -5.447651527339071611e-08
8.870334730839383610e+02 -1.246173964280842483e-06
