# theta, gamma_t
2.805046135754908576e+00 3.218535392111290176e-04
3.531343861556885511e+00 2.527831730736932033e-04
4.445698525097306231e+00 2.569854024472383969e-04
5.596802846420849242e+00 2.232292313904354853e-04
7.045957328161134292e+00 1.792420105166303481e-04
8.870334730839386950e+00 1.163696972780906642e-04
1.116708980377407912e+01 8.294476956108702581e-05
1.405853312975872704e+01 1.192015257666597549e-04
1.769864460960344488e+01 1.144534166130569563e-04
2.228127345334363341e+01 8.959532614634368173e-05
2.805046135754907866e+01 6.827557032825420707e-05
3.531343861556884889e+01 6.246433366529602588e-05
4.445698525097307652e+01 5.459937371996814964e-05
5.596802846420851552e+01 4.347526059822992529e-05
7.045957328161131272e+01 2.738249235974841704e-05
8.870334730839388726e+01 2.569054227064023255e-05
1.116708980377407130e+02 1.828760158109780240e-05
1.405853312975872882e+02 1.107768524606720094e-05
1.769864460960343422e+02 1.086562846964348037e-05
2.228127345334363838e+02 8.308661248119574578e-06
2.805046135754906231e+02 6.576461794759757800e-06
3.531343861556885599e+02 1.017148096898143710e-05
4.445698525097302536e+02 3.805583829262510050e-06
5.596802846420847573e+02 -7.663878668378051688e-07
7.045957328161139230e+02 1.309531492882985486e-06
8.870334730839383610e+02 1.260947547525355107e-06
