# theta, gamma_t
2.805046135754908576e+00 1.104909548828666164e-03
3.531343861556885511e+00 1.040303995126082466e-03
4.445698525097306231e+00 8.504074579560747188e-04
5.596802846420849242e+00 6.937420557381535806e-04
7.045957328161134292e+00 5.711685015995194518e-04
8.870334730839386950e+00 4.650708884540647034e-04
1.116708980377407912e+01 3.631414137227728764e-04
1.405853312975872704e+01 2.983509555852868040e-04
1.769864460960344488e+01 2.630915947109660935e-04
2.228127345334363341e+01 2.010154416667738993e-04
2.805046135754907866e+01 1.783763376766772570e-04
3.531343861556884889e+01 1.421004415666177547e-04
4.445698525097307652e+01 1.381563601951919069e-04
5.596802846420851552e+01 1.064338931946859270e-04
7.045957328161131272e+01 8.398956071946896910e-05
8.870334730839388726e+01 6.405476747131823431e-05
1.116708980377407130e+02 5.223826404474686590e-05
1.405853312975872882e+02 4.211594252995589684e-05
1.769864460960343422e+02 3.854810717894390626e-05
2.228127345334363838e+02 3.405102400196886582e-05
2.805046135754906231e+02 2.652954552017349756e-05
3.531343861556885599e+02 2.227910118289124311e-05
4.445698525097302536e+02 1.459477838581853140e-05
5.596802846420847573e+02 9.426541784740135943e-06
7.045957328161139230e+02 4.905088724051858766e-06
8.870334730839383610e+02 3.233049948248348080e-07
