# theta, gamma_t
2.805046135754908576e+00 2.108007233275240554e-03
3.531343861556885511e+00 1.743707140440768112e-03
4.445698525097306231e+00 1.462805361947844491e-03
5.596802846420849242e+00 1.264992497260885185e-03
7.045957328161134292e+00 1.004203989269566175e-03
8.870334730839386950e+00 8.050582219155422463e-04
1.116708980377407912e+01 6.606890552008879173e-04
1.405853312975872704e+01 5.062542200343922178e-04
1.769864460960344488e+01 4.423834663440726479e-04
2.228127345334363341e+01 3.778347812254210657e-04
2.805046135754907866e+01 3.038196514375544389e-04
3.531343861556884889e+01 2.589923183590664749e-04
4.445698525097307652e+01 2.295763316541402934e-04
5.596802846420851552e+01 1.945675277984686223e-04
7.045957328161131272e+01 1.665593673048194423e-04
8.870334730839388726e+01 1.407412512866576331e-04
1.116708980377407130e+02 1.134293116591829456e-04
1.405853312975872882e+02 9.354218153852610746e-05
1.769864460960343422e+02 7.686003830829534411e-05
2.228127345334363838e+02 6.761670701685671976e-05
2.805046135754906231e+02 5.188184216559852931e-05
3.531343861556885599e+02 3.714395789626134120e-05
4.445698525097302536e+02 2.937073377091903770e-05
5.596802846420847573e+02 1.989959924611127306e-05
7.045957328161139230e+02 7.810687814417427658e-06
8.870334730839383610e+02 4.106543993065052352e-06
