# theta, gamma_t
2.805046135754908576e+00 2.263443243895386925e-03
3.531343861556885511e+00 1.856888179077054949e-03
4.445698525097306231e+00 1.426353466410677871e-03
5.596802846420849242e+00 1.090931394898649650e-03
7.045957328161134292e+00 9.027751164406990717e-04
8.870334730839386950e+00 7.011255182536997544e-04
1.116708980377407912e+01 5.703563120434911428e-04
1.405853312975872704e+01 4.830392576524754128e-04
1.769864460960344488e+01 4.206014898376757316e-04
2.228127345334363341e+01 3.538867949508364740e-04
2.805046135754907866e+01 2.969570022664693300e-04
3.531343861556884889e+01 2.485687513633237276e-04
4.445698525097307652e+01 2.225866836416694650e-04
5.596802846420851552e+01 1.727992161145461638e-04
7.045957328161131272e+01 1.541700147946379229e-04
8.870334730839388726e+01 1.247854093061664938e-04
1.116708980377407130e+02 1.000993017112584803e-04
1.405853312975872882e+02 7.886525258130245609e-05
1.769864460960343422e+02 7.016886180594848657e-05
2.228127345334363838e+02 5.533303289628114483e-05
2.805046135754906231e+02 4.036371396629994659e-05
3.531343861556885599e+02 2.973015081084164036e-05
4.445698525097302536e+02 1.725339255034456467e-05
5.596802846420847573e+02 1.156395667397676156e-05
7.045957328161139230e+02 5.288281213087463116e-06
8.870334730839383610e+02 -6.077012163905238276e-06
