# theta, gammat_err
2.805046135754908576e+00 6.931803606717610396e-05
3.531343861556885511e+00 5.291017800294543869e-05
4.445698525097306231e+00 4.588605108097921641e-05
5.596802846420849242e+00 3.874497239463996776e-05
7.045957328161134292e+00 3.189203460087379401e-05
8.870334730839386950e+00 2.586365730982196867e-05
1.116708980377407912e+01 2.263637459310730411e-05
1.405853312975872704e+01 1.815521010021205390e-05
1.769864460960344488e+01 1.635568087177865083e-05
2.228127345334363341e+01 1.383408326784505746e-05
2.805046135754907866e+01 1.158449918327838151e-05
3.531343861556884889e+01 9.619884007265222224e-06
4.445698525097307652e+01 9.594169054420906929e-06
5.596802846420851552e+01 8.431735391272041828e-06
7.045957328161131272e+01 8.169404002499905282e-06
8.870334730839388726e+01 7.824121905070014393e-06
1.116708980377407130e+02 7.905397402805476923e-06
1.405853312975872882e+02 7.837494014110860116e-06
1.769864460960343422e+02 7.136322697317816327e-06
2.228127345334363838e+02 7.566759421000192481e-06
2.805046135754906231e+02 7.473034571646753284e-06
3.531343861556885599e+02 7.371097847255166088e-06
4.445698525097302536e+02 6.601095086999289195e-06
5.596802846420847573e+02 5.277407557167515017e-06
7.045957328161139230e+02 4.107647733976611731e-06
8.870334730839383610e+02 4.078240178314707501e-06
