# theta, gammat_err
2.805046135754908576e+00 5.212349090874218678e-05
3.531343861556885511e+00 4.240372335143769491e-05
4.445698525097306231e+00 3.282433202203878525e-05
5.596802846420849242e+00 2.822767425883775409e-05
7.045957328161134292e+00 2.300591606364773940e-05
8.870334730839386950e+00 1.872643249073181941e-05
1.116708980377407912e+01 1.539820284757502787e-05
1.405853312975872704e+01 1.249909060622810885e-05
1.769864460960344488e+01 9.953282747920582776e-06
2.228127345334363341e+01 8.505507695426961135e-06
2.805046135754907866e+01 7.960930358722204529e-06
3.531343861556884889e+01 6.470129944373182696e-06
4.445698525097307652e+01 5.688119943941144066e-06
5.596802846420851552e+01 5.039322072531813654e-06
7.045957328161131272e+01 4.734042245901666303e-06
8.870334730839388726e+01 4.171678815756932497e-06
1.116708980377407130e+02 3.808278515083637852e-06
1.405853312975872882e+02 3.657236810541143323e-06
1.769864460960343422e+02 3.428490291155360574e-06
2.228127345334363838e+02 3.015700477323896209e-06
2.805046135754906231e+02 2.752225917934030835e-06
3.531343861556885599e+02 2.465407390126681037e-06
4.445698525097302536e+02 2.356558590531283993e-06
5.596802846420847573e+02 1.868262386247383279e-06
7.045957328161139230e+02 1.481157161388321230e-06
8.870334730839383610e+02 1.485083472335979592e-06
