# theta, gammat_err
2.805046135754908576e+00 5.122855329120815614e-05
3.531343861556885511e+00 4.240774503977298124e-05
4.445698525097306231e+00 3.344414725712480894e-05
5.596802846420849242e+00 2.979450533211868224e-05
7.045957328161134292e+00 2.393561066159682749e-05
8.870334730839386950e+00 1.809735852501378456e-05
1.116708980377407912e+01 1.511015521590040750e-05
1.405853312975872704e+01 1.280808502892301321e-05
1.769864460960344488e+01 9.998661253418965821e-06
2.228127345334363341e+01 9.153030764438058834e-06
2.805046135754907866e+01 7.679344485106151663e-06
3.531343861556884889e+01 6.862710532010812420e-06
4.445698525097307652e+01 6.191361039124499805e-06
5.596802846420851552e+01 5.494858993123563801e-06
7.045957328161131272e+01 5.397879769057574743e-06
8.870334730839388726e+01 4.748335791495143961e-06
1.116708980377407130e+02 4.592833791839353495e-06
1.405853312975872882e+02 4.032873005065240359e-06
1.769864460960343422e+02 3.724497482836733083e-06
2.228127345334363838e+02 3.361868152350868192e-06
2.805046135754906231e+02 3.346688344397710067e-06
3.531343861556885599e+02 2.816870469119584539e-06
4.445698525097302536e+02 2.251016638959828225e-06
5.596802846420847573e+02 2.046267333457001571e-06
7.045957328161139230e+02 1.651186437728373792e-06
8.870334730839383610e+02 1.490299540763811295e-06
