# theta, gammat_err
2.805046135754908576e+00 8.158162906005144875e-05
3.531343861556885511e+00 7.316116932675571435e-05
4.445698525097306231e+00 5.742909911144955201e-05
5.596802846420849242e+00 4.390977767730530661e-05
7.045957328161134292e+00 3.904653820511451380e-05
8.870334730839386950e+00 3.121004951439815039e-05
1.116708980377407912e+01 2.351569646236174838e-05
1.405853312975872704e+01 1.968093814859021997e-05
1.769864460960344488e+01 1.901917219763214217e-05
2.228127345334363341e+01 1.638146161522652030e-05
2.805046135754907866e+01 1.346420688760880057e-05
3.531343861556884889e+01 1.287753568305629201e-05
4.445698525097307652e+01 1.230728193267359193e-05
5.596802846420851552e+01 1.042970631314842028e-05
7.045957328161131272e+01 1.002188581998204920e-05
8.870334730839388726e+01 9.235948742323529261e-06
1.116708980377407130e+02 8.089825264409416960e-06
1.405853312975872882e+02 8.455242827870388596e-06
1.769864460960343422e+02 8.329860920570828395e-06
2.228127345334363838e+02 7.574134943664600955e-06
2.805046135754906231e+02 8.319153221550037297e-06
3.531343861556885599e+02 7.750794429847616965e-06
4.445698525097302536e+02 5.889207192045396860e-06
5.596802846420847573e+02 5.069285680611917398e-06
7.045957328161139230e+02 4.377191130755246768e-06
8.870334730839383610e+02 3.733408962680059265e-06
