# theta, gammat_err
2.805046135754908576e+00 6.158999441236219670e-05
3.531343861556885511e+00 5.033808913592167786e-05
4.445698525097306231e+00 4.068467115148393569e-05
5.596802846420849242e+00 3.236380830803697395e-05
7.045957328161134292e+00 2.756576991940898672e-05
8.870334730839386950e+00 2.169431381414786093e-05
1.116708980377407912e+01 1.905794790247378916e-05
1.405853312975872704e+01 1.572537419265280132e-05
1.769864460960344488e+01 1.539100662472935212e-05
2.228127345334363341e+01 1.178821621946226794e-05
2.805046135754907866e+01 1.014962841318641568e-05
3.531343861556884889e+01 9.925922692640339818e-06
4.445698525097307652e+01 9.982026748251229481e-06
5.596802846420851552e+01 9.486726541116352450e-06
7.045957328161131272e+01 8.413941636084622694e-06
8.870334730839388726e+01 8.052096042843191859e-06
1.116708980377407130e+02 7.294659356369906237e-06
1.405853312975872882e+02 6.755960052105154611e-06
1.769864460960343422e+02 6.725121298768098120e-06
2.228127345334363838e+02 6.516645206443366986e-06
2.805046135754906231e+02 5.977325098625817292e-06
3.531343861556885599e+02 5.782121419099628825e-06
4.445698525097302536e+02 4.701914658265852570e-06
5.596802846420847573e+02 3.381528133899605770e-06
7.045957328161139230e+02 3.141449224318317893e-06
8.870334730839383610e+02 2.763869970646984977e-06
