# theta, gammat_err
2.805046135754908576e+00 7.564408222720689172e-05
3.531343861556885511e+00 6.023090997754246669e-05
4.445698525097306231e+00 4.931746699281419914e-05
5.596802846420849242e+00 3.740454995657926241e-05
7.045957328161134292e+00 3.056511695839617734e-05
8.870334730839386950e+00 2.547712004814582548e-05
1.116708980377407912e+01 2.040521269121453341e-05
1.405853312975872704e+01 2.006446484761718546e-05
1.769864460960344488e+01 1.722930714359473118e-05
2.228127345334363341e+01 1.388575863824459452e-05
2.805046135754907866e+01 1.246332069083629347e-05
3.531343861556884889e+01 1.056829360784124718e-05
4.445698525097307652e+01 1.074178745717137503e-05
5.596802846420851552e+01 1.035592713474255629e-05
7.045957328161131272e+01 9.484221550465035704e-06
8.870334730839388726e+01 9.606995345169647187e-06
1.116708980377407130e+02 9.268695276011126727e-06
1.405853312975872882e+02 9.337793440443761101e-06
1.769864460960343422e+02 9.327008834958583252e-06
2.228127345334363838e+02 8.846265770272901770e-06
2.805046135754906231e+02 7.933213668126327072e-06
3.531343861556885599e+02 7.207831762263027939e-06
4.445698525097302536e+02 6.453348516809674483e-06
5.596802846420847573e+02 4.658461169500053965e-06
7.045957328161139230e+02 4.728226547940136005e-06
8.870334730839383610e+02 3.568537676792022066e-06
