# theta, gammat_err
2.805046135754908576e+00 5.965891421037728575e-05
3.531343861556885511e+00 4.546367554093641057e-05
4.445698525097306231e+00 3.575601311131935023e-05
5.596802846420849242e+00 2.928809273128142924e-05
7.045957328161134292e+00 2.314247203632745502e-05
8.870334730839386950e+00 1.935608152274412072e-05
1.116708980377407912e+01 1.621713306756881895e-05
1.405853312975872704e+01 1.298599423133919496e-05
1.769864460960344488e+01 1.144015961965775107e-05
2.228127345334363341e+01 9.655054699392235753e-06
2.805046135754907866e+01 8.193247287828647965e-06
3.531343861556884889e+01 7.056159462906746232e-06
4.445698525097307652e+01 6.421967748712520716e-06
5.596802846420851552e+01 5.842038953200721703e-06
7.045957328161131272e+01 5.696974711654869231e-06
8.870334730839388726e+01 5.235222573503143407e-06
1.116708980377407130e+02 4.617562174401047927e-06
1.405853312975872882e+02 4.217961546830213575e-06
1.769864460960343422e+02 3.878638862006259742e-06
2.228127345334363838e+02 4.040845491395265680e-06
2.805046135754906231e+02 3.981140586580458485e-06
3.531343861556885599e+02 3.250075957081732692e-06
4.445698525097302536e+02 2.697843796050779918e-06
5.596802846420847573e+02 2.367926343755103374e-06
7.045957328161139230e+02 1.995564105850879878e-06
8.870334730839383610e+02 2.037538325066318423e-06
