# theta, gamma_t
2.805046135754908576e+00 4.858776318307358533e-04
3.531343861556885511e+00 4.584243266255885827e-04
4.445698525097306231e+00 3.499066977995579164e-04
5.596802846420849242e+00 3.084261985694872871e-04
7.045957328161134292e+00 2.270054126943025997e-04
8.870334730839386950e+00 2.348581502965462386e-04
1.116708980377407912e+01 1.683972429920219105e-04
1.405853312975872704e+01 1.365541564542953681e-04
1.769864460960344488e+01 8.434018133634917092e-05
2.228127345334363341e+01 8.571648646156519366e-05
2.805046135754907866e+01 6.181067869577715657e-05
3.531343861556884889e+01 5.352402271912035857e-05
4.445698525097307652e+01 4.616655667215752590e-05
5.596802846420851552e+01 3.510976995996584676e-05
7.045957328161131272e+01 3.034430540564749757e-05
8.870334730839388726e+01 2.236191937812022609e-05
1.116708980377407130e+02 1.645796771102634113e-05
1.405853312975872882e+02 1.292129655761323615e-05
1.769864460960343422e+02 1.177253778364654013e-05
2.228127345334363838e+02 9.994853206198032588e-06
2.805046135754906231e+02 1.314331753984726525e-05
3.531343861556885599e+02 1.025117286788892734e-05
4.445698525097302536e+02 7.605679955104608679e-06
5.596802846420847573e+02 8.597451644266772798e-06
7.045957328161139230e+02 4.661306233919199951e-06
8.870334730839383610e+02 5.336665476379374830e-06
