# theta, gamma_t
2.805046135754908576e+00 1.127409118623907362e-03
3.531343861556885511e+00 7.669032189644161375e-04
4.445698525097306231e+00 6.228183476976631135e-04
5.596802846420849242e+00 5.349589931551443703e-04
7.045957328161134292e+00 4.431018498637181893e-04
8.870334730839386950e+00 3.928454103228057998e-04
1.116708980377407912e+01 3.686073841399644833e-04
1.405853312975872704e+01 2.926282256795960683e-04
1.769864460960344488e+01 2.634825367276179666e-04
2.228127345334363341e+01 2.138608408831689652e-04
2.805046135754907866e+01 1.975063518842265259e-04
3.531343861556884889e+01 1.639208856246196630e-04
4.445698525097307652e+01 1.382703886833866534e-04
5.596802846420851552e+01 1.244121535113771270e-04
7.045957328161131272e+01 9.212477392776657339e-05
8.870334730839388726e+01 6.061870976692431242e-05
1.116708980377407130e+02 4.896261443861229758e-05
1.405853312975872882e+02 3.435884112351913442e-05
1.769864460960343422e+02 2.316979931993587763e-05
2.228127345334363838e+02 1.606917519704009086e-05
2.805046135754906231e+02 5.607004951900797220e-06
3.531343861556885599e+02 1.251236684292250066e-05
4.445698525097302536e+02 5.720504963369105634e-06
5.596802846420847573e+02 6.225458914000375004e-06
7.045957328161139230e+02 5.959168549188563717e-06
8.870334730839383610e+02 -2.451477633575900052e-06
