# theta, gamma_t
2.805046135754908576e+00 1.045862217045538927e-03
3.531343861556885511e+00 9.948812143874357326e-04
4.445698525097306231e+00 8.238834229609546438e-04
5.596802846420849242e+00 6.816724324091803225e-04
7.045957328161134292e+00 5.566822166233672143e-04
8.870334730839386950e+00 4.512687585552246591e-04
1.116708980377407912e+01 3.511192250085219571e-04
1.405853312975872704e+01 2.854760930438152763e-04
1.769864460960344488e+01 2.534116451643612694e-04
2.228127345334363341e+01 1.974997175509763878e-04
2.805046135754907866e+01 1.716899220590397594e-04
3.531343861556884889e+01 1.364915275004793642e-04
4.445698525097307652e+01 1.365688768892461358e-04
5.596802846420851552e+01 1.040657138343378455e-04
7.045957328161131272e+01 8.097067844974083759e-05
8.870334730839388726e+01 6.221103119978147822e-05
1.116708980377407130e+02 4.729475758589103175e-05
1.405853312975872882e+02 3.490262813459610026e-05
1.769864460960343422e+02 2.798934998506341079e-05
2.228127345334363838e+02 2.246266295266019226e-05
2.805046135754906231e+02 1.732201503841009020e-05
3.531343861556885599e+02 1.824151126861726972e-05
4.445698525097302536e+02 1.829896824351600034e-05
5.596802846420847573e+02 1.928078802016502263e-05
7.045957328161139230e+02 5.338368759438017111e-06
8.870334730839383610e+02 -6.661892457910928631e-06
