# theta, gamma_t
2.805046135754908576e+00 6.573986494671965044e-05
3.531343861556885511e+00 1.197761989101944540e-04
4.445698525097306231e+00 2.627887105318465742e-06
5.596802846420849242e+00 3.988826930465334721e-05
7.045957328161134292e+00 7.009353381817851336e-06
8.870334730839386950e+00 8.330702456262596453e-06
1.116708980377407912e+01 9.281089038581627249e-06
1.405853312975872704e+01 -1.942929290011209435e-06
1.769864460960344488e+01 1.222283277949454495e-05
2.228127345334363341e+01 7.726541841663559789e-06
2.805046135754907866e+01 2.684790608277092777e-06
3.531343861556884889e+01 3.904643572776613953e-06
4.445698525097307652e+01 8.692378359795140263e-06
5.596802846420851552e+01 -1.249342849752304754e-06
7.045957328161131272e+01 8.168280308967726179e-07
8.870334730839388726e+01 5.312514939847093555e-06
1.116708980377407130e+02 -3.722481464471890983e-07
1.405853312975872882e+02 -1.010301841187877091e-06
1.769864460960343422e+02 -1.597718466374749435e-06
2.228127345334363838e+02 -1.139850906907305996e-06
2.805046135754906231e+02 2.002082609198808565e-06
3.531343861556885599e+02 9.013905607603316911e-06
4.445698525097302536e+02 6.988503091464851231e-06
5.596802846420847573e+02 4.073637925074452169e-06
7.045957328161139230e+02 4.665089577709509750e-06
8.870334730839383610e+02 6.050711525806513990e-06
