# theta, gamma_t
2.805046135754908576e+00 1.034802241819057571e-06
3.531343861556885511e+00 3.147328344713116014e-07
4.445698525097306231e+00 3.933934811903209764e-07
5.596802846420849242e+00 -5.714140664910239657e-08
7.045957328161134292e+00 3.729094335528648930e-07
8.870334730839386950e+00 9.013864268099520210e-08
1.116708980377407912e+01 3.436973102153916607e-07
1.405853312975872704e+01 5.808087422144032827e-08
1.769864460960344488e+01 -2.439094328387398289e-07
2.228127345334363341e+01 1.884001637566231405e-07
2.805046135754907866e+01 1.298979513961794618e-07
3.531343861556884889e+01 -2.412355125760499421e-08
4.445698525097307652e+01 -1.504702609776939074e-07
5.596802846420851552e+01 2.315704904601143113e-08
7.045957328161131272e+01 1.164544758151292339e-08
8.870334730839388726e+01 7.180580602496650682e-08
1.116708980377407130e+02 4.325614917015038847e-09
1.405853312975872882e+02 -4.054721245769839603e-08
1.769864460960343422e+02 6.831625261873999403e-08
2.228127345334363838e+02 -1.349303768826842913e-08
2.805046135754906231e+02 5.565587062687771264e-08
3.531343861556885599e+02 6.294978533581270249e-08
4.445698525097302536e+02 -2.071633775538661932e-08
5.596802846420847573e+02 -3.072758618333291223e-08
7.045957328161139230e+02 -6.372127646091119213e-08
8.870334730839383610e+02 3.754275380842649388e-09
