# theta, gamma_x
2.805046135754908576e+00 -8.577908002148148603e-05
3.531343861556885511e+00 -1.617921385887944986e-05
4.445698525097306231e+00 -1.372204089091026053e-06
5.596802846420849242e+00 -8.317398113708446091e-06
7.045957328161134292e+00 1.240667602938442539e-05
8.870334730839386950e+00 -2.404204088083725608e-06
1.116708980377407912e+01 -2.228312131542658832e-06
1.405853312975872704e+01 -8.537661310612044892e-06
1.769864460960344488e+01 1.721397341795212208e-05
2.228127345334363341e+01 -4.986921521331173036e-06
2.805046135754907866e+01 -1.378498575207468219e-05
3.531343861556884889e+01 1.290672775193661600e-06
4.445698525097307652e+01 -1.594324569793921231e-06
5.596802846420851552e+01 -2.318762263094136855e-06
7.045957328161131272e+01 1.632592646057160377e-07
8.870334730839388726e+01 -1.394786938762214054e-06
1.116708980377407130e+02 3.459691868855907131e-06
1.405853312975872882e+02 3.115288531499686398e-06
1.769864460960343422e+02 2.379687501143839042e-06
2.228127345334363838e+02 -4.175024538490208159e-06
2.805046135754906231e+02 -3.965788341237545475e-06
3.531343861556885599e+02 -8.655736467033076873e-07
4.445698525097302536e+02 -2.298716348574545962e-06
5.596802846420847573e+02 -6.154607527613566316e-07
7.045957328161139230e+02 5.534346974521619020e-07
8.870334730839383610e+02 -7.878105557365795993e-07
