# theta, gamma_x
2.805046135754908576e+00 -2.388319915480855180e-05
3.531343861556885511e+00 -4.843754781612255361e-05
4.445698525097306231e+00 -8.921484406014884507e-05
5.596802846420849242e+00 3.359452829797725454e-05
7.045957328161134292e+00 1.281962265477276368e-05
8.870334730839386950e+00 2.209308086587589878e-05
1.116708980377407912e+01 -1.561931508994980906e-05
1.405853312975872704e+01 7.514724366746938113e-07
1.769864460960344488e+01 1.145600609321969077e-05
2.228127345334363341e+01 -5.234628422486654954e-06
2.805046135754907866e+01 -4.177532545280126528e-06
3.531343861556884889e+01 2.309457974808844352e-06
4.445698525097307652e+01 5.581661824308233456e-06
5.596802846420851552e+01 1.086606902854477932e-05
7.045957328161131272e+01 -1.965364557692383291e-06
8.870334730839388726e+01 -7.015067122726620363e-06
1.116708980377407130e+02 4.011379995696632718e-07
1.405853312975872882e+02 -1.254877592420426998e-06
1.769864460960343422e+02 -7.966839827871134690e-07
2.228127345334363838e+02 1.092192091405362549e-06
2.805046135754906231e+02 -1.372417837374106493e-06
3.531343861556885599e+02 -2.421509594744198375e-06
4.445698525097302536e+02 1.272399660346374135e-06
5.596802846420847573e+02 -2.177967491436764987e-07
7.045957328161139230e+02 -1.115663555095835641e-06
8.870334730839383610e+02 -1.448797372476649367e-06
