# theta, gamma_x
2.805046135754908576e+00 -1.728787355712803391e-05
3.531343861556885511e+00 -4.017330025172715041e-05
4.445698525097306231e+00 -2.671980015491068228e-06
5.596802846420849242e+00 -7.879262864822821424e-06
7.045957328161134292e+00 9.712152881675453314e-08
8.870334730839386950e+00 -1.144981661031157933e-05
1.116708980377407912e+01 -2.904277164553504737e-05
1.405853312975872704e+01 -1.313094108809412728e-05
1.769864460960344488e+01 -1.159022420438493045e-05
2.228127345334363341e+01 1.291560923049957016e-06
2.805046135754907866e+01 5.128892184479597418e-06
3.531343861556884889e+01 -2.447251432294576731e-06
4.445698525097307652e+01 3.758738322836344663e-06
5.596802846420851552e+01 -2.531906983740346057e-06
7.045957328161131272e+01 -4.986917947213974546e-06
8.870334730839388726e+01 -4.255536885276410599e-06
1.116708980377407130e+02 3.471028920746729608e-06
1.405853312975872882e+02 1.751697230566695117e-06
1.769864460960343422e+02 2.842506094730789295e-06
2.228127345334363838e+02 1.556281312590169999e-06
2.805046135754906231e+02 2.492620323949189563e-06
3.531343861556885599e+02 4.210419722169016666e-06
4.445698525097302536e+02 -2.005245323851125030e-07
5.596802846420847573e+02 -1.263549181976671607e-06
7.045957328161139230e+02 -1.593443567305628998e-06
8.870334730839383610e+02 -2.492224608441606502e-06
