# theta, gamma_t
2.805046135754908576e+00 -6.401961712535667756e-06
3.531343861556885511e+00 2.644180946615757954e-06
4.445698525097306231e+00 -4.507075757602558543e-06
5.596802846420849242e+00 -4.653380864538072842e-06
7.045957328161134292e+00 -7.521321484784230427e-06
8.870334730839386950e+00 -8.166846758526132705e-06
1.116708980377407912e+01 -7.937796676777587952e-06
1.405853312975872704e+01 -5.676251090630557166e-06
1.769864460960344488e+01 -6.357706205810632219e-06
2.228127345334363341e+01 -3.566121885305100124e-06
2.805046135754907866e+01 -7.401102733698226861e-06
3.531343861556884889e+01 -4.867009356668124981e-06
4.445698525097307652e+01 -3.652029798991178289e-06
5.596802846420851552e+01 -5.330551751749058595e-06
7.045957328161131272e+01 -8.067233154777906815e-06
8.870334730839388726e+01 -5.321578337570218014e-06
1.116708980377407130e+02 -4.519887772091588641e-06
1.405853312975872882e+02 -4.159805052878472774e-06
1.769864460960343422e+02 -8.046502791696752806e-06
2.228127345334363838e+02 -5.697699468386927901e-06
2.805046135754906231e+02 -4.689023031834159449e-06
3.531343861556885599e+02 -9.662881885737742922e-07
4.445698525097302536e+02 -7.270252222445581036e-07
5.596802846420847573e+02 4.362370477278424173e-07
7.045957328161139230e+02 -1.867104896250129738e-06
8.870334730839383610e+02 -2.329765656635451795e-06
