# theta, gamma_t
2.805046135754908576e+00 -3.334456106422473419e-05
3.531343861556885511e+00 -2.440828865330979210e-05
4.445698525097306231e+00 -1.515290757358701464e-05
5.596802846420849242e+00 -9.440139983866960592e-06
7.045957328161134292e+00 -6.534465556011927773e-06
8.870334730839386950e+00 -1.179547196310522099e-05
1.116708980377407912e+01 -1.927180098841115113e-06
1.405853312975872704e+01 -9.464717912119357908e-06
1.769864460960344488e+01 -8.522126144689816089e-06
2.228127345334363341e+01 -3.942587614315221110e-06
2.805046135754907866e+01 -4.452247264214562600e-06
3.531343861556884889e+01 -3.859592352189688438e-06
4.445698525097307652e+01 -4.138546904621563103e-06
5.596802846420851552e+01 1.831552056036030141e-06
7.045957328161131272e+01 9.148126760047540683e-08
8.870334730839388726e+01 -3.828627520490335464e-06
1.116708980377407130e+02 -1.380927753314225050e-06
1.405853312975872882e+02 -3.786444515074830791e-06
1.769864460960343422e+02 -1.108029125016322732e-05
2.228127345334363838e+02 -1.334374632365097557e-05
2.805046135754906231e+02 -1.109255157693042757e-05
3.531343861556885599e+02 -9.020942265338107390e-06
4.445698525097302536e+02 -9.096833338752449333e-06
5.596802846420847573e+02 -7.595131890098343209e-08
7.045957328161139230e+02 -6.118005923303486091e-06
8.870334730839383610e+02 -1.776878207779360901e-05
