# theta, gamma_t
2.805046135754908576e+00 -1.790747515632862014e-05
3.531343861556885511e+00 -2.010467317186180791e-06
4.445698525097306231e+00 -1.286434193217338921e-05
5.596802846420849242e+00 -1.681931070182988753e-06
7.045957328161134292e+00 -8.464075069838963343e-06
8.870334730839386950e+00 -6.582010276927316686e-06
1.116708980377407912e+01 -6.151513757396962124e-06
1.405853312975872704e+01 -7.331880323199893779e-06
1.769864460960344488e+01 -6.870639438443967276e-06
2.228127345334363341e+01 -2.413225240529702756e-06
2.805046135754907866e+01 -5.435055091298676203e-06
3.531343861556884889e+01 -4.688770298834567527e-06
4.445698525097307652e+01 -6.748753937526553544e-07
5.596802846420851552e+01 -1.066846011370445872e-06
7.045957328161131272e+01 -2.727295678976209193e-06
8.870334730839388726e+01 -1.816826810280255428e-06
1.116708980377407130e+02 -5.127893832655956851e-06
1.405853312975872882e+02 -7.082321820415086693e-06
1.769864460960343422e+02 -1.081900834218637188e-05
2.228127345334363838e+02 -1.184221609423932072e-05
2.805046135754906231e+02 -9.296773213340814507e-06
3.531343861556885599e+02 -4.460982268549408216e-06
4.445698525097302536e+02 3.349464466602929412e-06
5.596802846420847573e+02 8.818885997362862445e-06
7.045957328161139230e+02 -1.522723691129727875e-06
8.870334730839383610e+02 -9.654504496614783142e-06
