# theta, gammat_shot_noise
2.805046135754908576e+00 1.858364880663462757e-09
3.531343861556885511e+00 1.246654373253081173e-09
4.445698525097306231e+00 7.419712121180093857e-10
5.596802846420849242e+00 5.651323261901214178e-10
7.045957328161134292e+00 3.655803415687316513e-10
8.870334730839386950e+00 2.629351254851256827e-10
1.116708980377407912e+01 1.876769291558278215e-10
1.405853312975872704e+01 1.234177237652117398e-10
1.769864460960344488e+01 8.051416887041120766e-11
2.228127345334363341e+01 5.852835171447371442e-11
2.805046135754907866e+01 5.708370927055641292e-11
3.531343861556884889e+01 5.099006581912501903e-11
4.445698525097307652e+01 5.164742430510705200e-11
5.596802846420851552e+01 5.758309134944250524e-11
7.045957328161131272e+01 6.669829828220204880e-11
8.870334730839388726e+01 8.168424537241992187e-11
1.116708980377407130e+02 1.005811087510559399e-10
1.405853312975872882e+02 1.345786128746736937e-10
1.769864460960343422e+02 1.719148574917362655e-10
2.228127345334363838e+02 2.441560320315555933e-10
2.805046135754906231e+02 3.225703668962086491e-10
3.531343861556885599e+02 3.619648282050115755e-10
4.445698525097302536e+02 3.355579762801325699e-10
5.596802846420847573e+02 2.594087383131887464e-10
7.045957328161139230e+02 2.219739569441156391e-10
8.870334730839383610e+02 2.519031871507668387e-10
