# theta, gammat_shot_noise
2.805046135754908576e+00 2.278101620622694949e-09
3.531343861556885511e+00 1.340919072244437702e-09
4.445698525097306231e+00 9.372493400166645888e-10
5.596802846420849242e+00 4.980697299188728700e-10
7.045957328161134292e+00 4.690543846728573473e-10
8.870334730839386950e+00 3.220485869809567325e-10
1.116708980377407912e+01 1.864020682069223084e-10
1.405853312975872704e+01 1.630014426199610105e-10
1.769864460960344488e+01 1.100246146057853463e-10
2.228127345334363341e+01 8.269164501289419529e-11
2.805046135754907866e+01 7.054502233908357667e-11
3.531343861556884889e+01 5.384364639319050362e-11
4.445698525097307652e+01 5.868685048860590450e-11
5.596802846420851552e+01 6.041666362661775085e-11
7.045957328161131272e+01 6.277039263384405010e-11
8.870334730839388726e+01 7.803813395872892667e-11
1.116708980377407130e+02 1.042612739085152807e-10
1.405853312975872882e+02 1.316258010682165396e-10
1.769864460960343422e+02 1.780374252540914986e-10
2.228127345334363838e+02 2.458225440256205291e-10
2.805046135754906231e+02 3.108866098800482063e-10
3.531343861556885599e+02 3.481112190300652879e-10
4.445698525097302536e+02 3.247226728433356394e-10
5.596802846420847573e+02 2.578441419150691126e-10
7.045957328161139230e+02 2.272468037451574217e-10
8.870334730839383610e+02 2.442219414899915126e-10
