# theta, gammat_shot_noise
2.805046135754908576e+00 1.892173665244722813e-09
3.531343861556885511e+00 1.321907216813781407e-09
4.445698525097306231e+00 8.145493325164662903e-10
5.596802846420849242e+00 6.348562684351526913e-10
7.045957328161134292e+00 4.130405769352429440e-10
8.870334730839386950e+00 2.486091872591607111e-10
1.116708980377407912e+01 1.806049191111780936e-10
1.405853312975872704e+01 1.332590424878956208e-10
1.769864460960344488e+01 8.791482582200417773e-11
2.228127345334363341e+01 7.299961466935335298e-11
2.805046135754907866e+01 5.660855946691603674e-11
3.531343861556884889e+01 5.984789801639988349e-11
4.445698525097307652e+01 5.841828671764842827e-11
5.596802846420851552e+01 6.260387132114498963e-11
7.045957328161131272e+01 8.046696047860606656e-11
8.870334730839388726e+01 8.359923181516562309e-11
1.116708980377407130e+02 9.905998250978876931e-11
1.405853312975872882e+02 1.310107879116466265e-10
1.769864460960343422e+02 1.671866159658815960e-10
2.228127345334363838e+02 2.405760516151830487e-10
2.805046135754906231e+02 3.295085320384559761e-10
3.531343861556885599e+02 3.525483140942758256e-10
4.445698525097302536e+02 3.338199700107309230e-10
5.596802846420847573e+02 2.617767324028829704e-10
7.045957328161139230e+02 2.209079757674533032e-10
8.870334730839383610e+02 2.440958300466793004e-10
