# theta, gammat_shot_noise
2.805046135754908576e+00 2.303357739922733947e-09
3.531343861556885511e+00 1.375311516572977103e-09
4.445698525097306231e+00 9.483517302187268107e-10
5.596802846420849242e+00 5.661206024134483196e-10
7.045957328161134292e+00 3.803571723793729606e-10
8.870334730839386950e+00 2.776441148195970921e-10
1.116708980377407912e+01 1.833065005107153017e-10
1.405853312975872704e+01 1.838248978696605709e-10
1.769864460960344488e+01 1.361330927640730655e-10
2.228127345334363341e+01 1.035744903896318903e-10
2.805046135754907866e+01 9.610500015505845727e-11
3.531343861556884889e+01 8.954032759603355611e-11
4.445698525097307652e+01 1.177896247101141645e-10
5.596802846420851552e+01 1.350759632154594723e-10
7.045957328161131272e+01 1.819767899539541347e-10
8.870334730839388726e+01 2.562626750304057395e-10
1.116708980377407130e+02 3.852244416513624041e-10
1.405853312975872882e+02 5.230235278923841527e-10
1.769864460960343422e+02 7.371837608306910959e-10
2.228127345334363838e+02 1.076755698473346762e-09
2.805046135754906231e+02 1.401918264448266891e-09
3.531343861556885599e+02 1.403437856316922121e-09
4.445698525097302536e+02 1.182270406031242489e-09
5.596802846420847573e+02 8.404266418919846617e-10
7.045957328161139230e+02 7.778473181515731155e-10
8.870334730839383610e+02 6.991236895283832413e-10
