# theta, gammat_shot_noise
2.805046135754908576e+00 1.803071179129851225e-09
3.531343861556885511e+00 1.438474462362560501e-09
4.445698525097306231e+00 9.493976007810139144e-10
5.596802846420849242e+00 5.623109502789847436e-10
7.045957328161134292e+00 3.714321086168873440e-10
8.870334730839386950e+00 3.155282445948054571e-10
1.116708980377407912e+01 2.069528778082838977e-10
1.405853312975872704e+01 1.398086805629248868e-10
1.769864460960344488e+01 1.208721842493841875e-10
2.228127345334363341e+01 1.059620381225903530e-10
2.805046135754907866e+01 6.697210559647224569e-11
3.531343861556884889e+01 8.555751910692773358e-11
4.445698525097307652e+01 9.291261556348464486e-11
5.596802846420851552e+01 1.199359022559583496e-10
7.045957328161131272e+01 1.336891922641856465e-10
8.870334730839388726e+01 1.855517681497245065e-10
1.116708980377407130e+02 2.808007436994738245e-10
1.405853312975872882e+02 4.095828408970918827e-10
1.769864460960343422e+02 5.966300132184022677e-10
2.228127345334363838e+02 9.012798819575252946e-10
2.805046135754906231e+02 1.222705953730499529e-09
3.531343861556885599e+02 1.244352510686350593e-09
4.445698525097302536e+02 1.053788324650614648e-09
5.596802846420847573e+02 7.618235348711553405e-10
7.045957328161139230e+02 6.590341861911419207e-10
8.870334730839383610e+02 6.622531173648860899e-10
