# xi_im, xi_npair, xi_weight, Rg
-8.864235510507174063e-05 3.344981800000000000e+07 2.719416440299126506e+08 1.000000000000000000e+00
-1.241149747141087400e-05 5.273253100000000000e+07 4.286168205235481858e+08 1.000000000000000000e+00
3.563015157260878365e-06 8.317686600000000000e+07 6.759969014244052172e+08 1.000000000000000000e+00
3.722060278094533980e-06 1.312034490000000000e+08 1.066204763935960889e+09 1.000000000000000000e+00
1.710642181635363093e-05 2.069619240000000000e+08 1.681689850277813196e+09 1.000000000000000000e+00
-2.412607037179057260e-06 3.266233630000000000e+08 2.653733723985006809e+09 1.000000000000000000e+00
-3.947866470537564960e-09 5.156688510000000000e+08 4.189498831674790382e+09 1.000000000000000000e+00
-7.981594761103487842e-06 8.142267830000000000e+08 6.615037855920542717e+09 1.000000000000000000e+00
1.520863016248859433e-05 1.285905145000000000e+09 1.044638011166416359e+10 1.000000000000000000e+00
-1.272360400904360363e-05 2.031961814000000000e+09 1.650669716241540146e+10 1.000000000000000000e+00
-1.636825300787853998e-05 3.210462286000000000e+09 2.608061252495129395e+10 1.000000000000000000e+00
3.283166517308421797e-06 5.070404729000000000e+09 4.118996773724720764e+10 1.000000000000000000e+00
1.086793905467984575e-06 8.001602986000000000e+09 6.499966039209339905e+10 1.000000000000000000e+00
-7.362419246229969396e-07 1.261015193000000000e+10 1.024327193774244080e+11 1.000000000000000000e+00
2.121807264406779785e-06 1.984489191600000000e+10 1.611937428469573364e+11 1.000000000000000000e+00
1.726076666384426470e-06 3.117104061900000000e+10 2.531809216877767029e+11 1.000000000000000000e+00
4.140006108444039118e-06 4.886336689300000000e+10 3.968615622426423950e+11 1.000000000000000000e+00
4.743128688203644767e-06 7.641226541900000000e+10 6.205748201113924561e+11 1.000000000000000000e+00
-3.626411322598422858e-07 1.191111525640000000e+11 9.672635054828483887e+11 1.000000000000000000e+00
-1.168353691360492848e-05 1.850472878990000000e+11 1.502613822454970215e+12 1.000000000000000000e+00
-1.384721230473583014e-05 2.865582818990000000e+11 2.326736422692198242e+12 1.000000000000000000e+00
-8.513600451645041156e-06 4.416488101080000000e+11 3.585725416271267578e+12 1.000000000000000000e+00
-9.355223883275914359e-06 6.762227790490000000e+11 5.489871092431418945e+12 1.000000000000000000e+00
-9.713465085262031889e-06 1.025213177912000000e+12 8.322397480990656250e+12 1.000000000000000000e+00
-7.809057435231036052e-06 1.534361039789000000e+12 1.245379945539774609e+13 1.000000000000000000e+00
-2.905958359419399932e-06 2.267184403989000000e+12 1.839883973304345703e+13 1.000000000000000000e+00
