# xi_im, xi_npair, xi_weight, Rg
-2.121306762289871709e-05 4.430442200000000000e+07 4.634290428681337833e+08 1.000000000000000000e+00
4.273137409069163240e-05 6.935537700000000000e+07 7.247271961846786737e+08 1.000000000000000000e+00
1.258167833319478902e-05 1.087387950000000000e+08 1.135466503927831173e+09 1.000000000000000000e+00
1.777126503173690288e-05 1.705604380000000000e+08 1.779652975374753952e+09 1.000000000000000000e+00
2.680644355909049599e-05 2.676546790000000000e+08 2.790857648285452843e+09 1.000000000000000000e+00
1.386156976830951008e-05 4.205874420000000000e+08 4.382928174078356743e+09 1.000000000000000000e+00
1.904157406387924686e-05 6.613978050000000000e+08 6.889040349202690125e+09 1.000000000000000000e+00
7.352556867554936223e-06 1.040423376000000000e+09 1.083235972219295692e+10 1.000000000000000000e+00
-3.048755491261016107e-06 1.637752737000000000e+09 1.704417027779871941e+10 1.000000000000000000e+00
-8.579759022395725540e-06 2.580089880000000000e+09 2.684225292313818359e+10 1.000000000000000000e+00
-3.856537685963884169e-06 4.065208934000000000e+09 4.228136937919571686e+10 1.000000000000000000e+00
3.703948180946942269e-06 6.406817649000000000e+09 6.662331796989670563e+10 1.000000000000000000e+00
1.713295663319133228e-06 1.009190999800000000e+10 1.049282088353391876e+11 1.000000000000000000e+00
-4.982362299476356582e-06 1.588212976300000000e+10 1.651092166547675781e+11 1.000000000000000000e+00
-2.974045811416195651e-07 2.497453949400000000e+10 2.596024980895417786e+11 1.000000000000000000e+00
-3.245024703276932542e-06 3.921002983500000000e+10 4.075151164206553955e+11 1.000000000000000000e+00
-2.563692300219631548e-06 6.144479595900000000e+10 6.385067248480079346e+11 1.000000000000000000e+00
-4.140794296267243847e-06 9.607195036100000000e+10 9.981705354085096436e+11 1.000000000000000000e+00
-1.454469509632094571e-06 1.497101859030000000e+11 1.555092883315456787e+12 1.000000000000000000e+00
-2.170078284424403935e-06 2.324209755360000000e+11 2.413555098223437012e+12 1.000000000000000000e+00
8.664727303832622445e-07 3.597239838940000000e+11 3.734685853722322754e+12 1.000000000000000000e+00
1.639635495220377909e-06 5.540025722330000000e+11 5.750345047704200195e+12 1.000000000000000000e+00
2.580939941717841020e-06 8.475770931300000000e+11 8.795340287822625000e+12 1.000000000000000000e+00
1.242263219861664844e-06 1.284511997682000000e+12 1.332511325131885156e+13 1.000000000000000000e+00
-2.001756542340647907e-07 1.921402497647000000e+12 1.992328813735191406e+13 1.000000000000000000e+00
3.542170195598299743e-06 2.838981034711000000e+12 2.942686417169838672e+13 1.000000000000000000e+00
