# xi_im, xi_npair, xi_weight, Rg, sum_w_l, sum_w_r,
-3.537850536859756359e-08 2.120122841000000000e+09 2.837649213537379456e+10 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
-9.130212572362533200e-06 3.340508936000000000e+09 4.471258222787921906e+10 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
-6.538587490605042094e-06 5.267092472000000000e+09 7.050200864498722839e+10 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
-1.054823778654152990e-05 8.304930651000000000e+09 1.111667409367207336e+11 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
-5.030630024006757864e-06 1.309714358700000000e+10 1.753145691932899170e+11 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
1.579679951118857677e-06 2.066537738600000000e+10 2.766246332758072510e+11 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
1.631030494706328075e-06 3.262237783000000000e+10 4.366854879092411499e+11 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
-3.392571427123645779e-06 5.150200530100000000e+10 6.894183363292684326e+11 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
3.835238058358858134e-06 8.132690269500000000e+10 1.088678467657734131e+12 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
2.941208049720311075e-06 1.284636288820000000e+11 1.719703735527951172e+12 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
-7.039342079767610644e-07 2.028854356870000000e+11 2.716000974673080078e+12 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
2.888233072367427483e-06 3.202877927210000000e+11 4.287666677848817871e+12 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
3.218059381010853122e-06 5.051968178960000000e+11 6.762992158731126953e+12 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
2.196997894045154138e-06 7.959393895110000000e+11 1.065516521313721680e+13 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
1.757355308765729201e-06 1.252304442033000000e+12 1.676458472413585156e+13 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
1.954450260419196260e-06 1.966689007958000000e+12 2.632793779455039453e+13 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
-4.953010258976464024e-07 3.082198701394000000e+12 4.126086150166320312e+13 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
-3.905686695243205451e-06 4.816890749547000000e+12 6.448244808901033594e+13 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
-6.386670666093968440e-06 7.502205054097000000e+12 1.004303031001684688e+14 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
-5.696577376386834763e-06 1.164136767318100000e+13 1.558411653121575000e+14 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
-5.735344167992375945e-06 1.800000588792800000e+13 2.409615536672374688e+14 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
-6.455220842109408334e-06 2.769924256060900000e+13 3.707926946174298750e+14 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
-7.520982899066255320e-06 4.232741439981500000e+13 5.665712611863315000e+14 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
-9.571692482831038238e-06 6.407186347502200000e+13 8.575218027536796250e+14 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
-1.218347608117205554e-05 9.575165224058500000e+13 1.281383964343552250e+15 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
-1.336126932120423687e-05 1.412900120424830000e+14 1.890482179700080750e+15 1.000000000000000000e+00 1.852537625000000000e+06 9.262690000000000000e+07
