# xi_im, xi_npair, xi_weight, Rg
-5.034329890099556891e-06 3.424478900000000000e+07 3.556524835618402958e+08 1.000000000000000000e+00
-7.087654716511928817e-05 5.375268300000000000e+07 5.581706149184378386e+08 1.000000000000000000e+00
-4.682073272202412305e-05 8.448824400000000000e+07 8.773661397882525921e+08 1.000000000000000000e+00
-3.412103802627561056e-05 1.328429020000000000e+08 1.379484948228529692e+09 1.000000000000000000e+00
-1.726235158354089440e-05 2.089982080000000000e+08 2.170449189538753986e+09 1.000000000000000000e+00
1.250484982054952363e-05 3.289820030000000000e+08 3.416361915024048805e+09 1.000000000000000000e+00
1.468055593318536958e-05 5.181868820000000000e+08 5.381025655508756638e+09 1.000000000000000000e+00
1.693861027718889748e-05 8.165572560000000000e+08 8.479433675803208351e+09 1.000000000000000000e+00
1.753945784213692342e-05 1.287201966000000000e+09 1.336713436388270187e+10 1.000000000000000000e+00
1.739276339274038295e-06 2.030265090000000000e+09 2.108366819711982346e+10 1.000000000000000000e+00
-3.770427363725419964e-06 3.202781480000000000e+09 3.326084419531182480e+10 1.000000000000000000e+00
-2.953103010002051785e-06 5.052483743000000000e+09 5.247106143655817413e+10 1.000000000000000000e+00
9.556143070408326246e-07 7.964696633000000000e+09 8.271593420367781067e+10 1.000000000000000000e+00
2.000446814389096158e-06 1.254091864200000000e+10 1.302371713127377930e+11 1.000000000000000000e+00
-2.383349747272083340e-06 1.972746213600000000e+10 2.048676861463128662e+11 1.000000000000000000e+00
-5.210132101329645503e-06 3.098482626500000000e+10 3.217684772379697876e+11 1.000000000000000000e+00
-6.228313479195380456e-06 4.856906116900000000e+10 5.043637986579325562e+11 1.000000000000000000e+00
-1.965978739455379958e-07 7.593393280400000000e+10 7.884876222077735596e+11 1.000000000000000000e+00
-3.137585154493527529e-06 1.183047253710000000e+11 1.228314496844647217e+12 1.000000000000000000e+00
-2.191837619145852413e-06 1.836849811390000000e+11 1.907045874179416016e+12 1.000000000000000000e+00
-3.765813110868883143e-07 2.841696103840000000e+11 2.950278795807417480e+12 1.000000000000000000e+00
-1.393063997345293777e-07 4.375320239030000000e+11 4.542581824639615234e+12 1.000000000000000000e+00
2.295963624657310581e-06 6.691698599090000000e+11 6.947578645824243164e+12 1.000000000000000000e+00
4.240191250831502169e-07 1.013768525135000000e+12 1.052435664833219922e+13 1.000000000000000000e+00
-5.400628523210108252e-07 1.515876342046000000e+12 1.573370555951213086e+13 1.000000000000000000e+00
2.783673909297569275e-06 2.239348655273000000e+12 2.322901851446040234e+13 1.000000000000000000e+00
