# theta, gammat_shot_noise
2.805046135754705627e+00 1.661277012163584150e-09
3.531343861556119457e+00 9.632712773067012061e-10
4.445698525095699516e+00 7.461776138931617474e-10
5.596802846418014177e+00 4.881220504163414033e-10
7.045957328156546851e+00 3.580791001462125388e-10
8.870334730832327708e+00 2.364916652333890620e-10
1.116708980376357552e+01 1.603392095825148962e-10
1.405853312974346814e+01 1.187756984148693219e-10
1.769864460958168095e+01 1.036957235222506717e-10
2.228127345331300901e+01 9.239726029314247623e-11
2.805046135750647807e+01 8.796265484798136768e-11
3.531343861551010122e+01 6.840982395071554644e-11
4.445698525089266440e+01 8.072581337707272039e-11
5.596802846409915588e+01 8.807929720435615537e-11
7.045957328146349141e+01 1.083978610744243943e-10
8.870334730819496372e+01 1.579438352934806020e-10
1.116708980374742026e+02 2.297008562320684374e-10
1.405853312972313063e+02 3.404414783241505264e-10
1.769864460955607228e+02 4.736716190150494285e-10
2.228127345328078661e+02 7.032814856519663601e-10
2.805046135746590039e+02 1.038604881309129472e-09
3.531343861545901746e+02 1.343192645370797861e-09
4.445698525082834749e+02 1.183817875414470527e-09
5.596802846401818670e+02 8.493754706768438457e-10
7.045957328136156548e+02 7.923890594006334489e-10
8.870334730806664538e+02 7.991391544804768629e-10
