# theta, gammat_shot_noise
2.805046135754705627e+00 1.663781192964933722e-09
3.531343861556119457e+00 1.113824073519882347e-09
4.445698525095699516e+00 6.424898890527826048e-10
5.596802846418014177e+00 4.553819856995813702e-10
7.045957328156546851e+00 2.958827575655683282e-10
8.870334730832327708e+00 2.498233484376813376e-10
1.116708980376357552e+01 1.618142252548914252e-10
1.405853312974346814e+01 1.201159503497804784e-10
1.769864460958168095e+01 9.046254087974580424e-11
2.228127345331300901e+01 7.290951811615207130e-11
2.805046135750647807e+01 6.738195979386153596e-11
3.531343861551010122e+01 5.371294529142553479e-11
4.445698525089266440e+01 4.482116382735408071e-11
5.596802846409915588e+01 5.199023353640290882e-11
7.045957328146349141e+01 5.990505301588593622e-11
8.870334730819496372e+01 7.122051504809285665e-11
1.116708980374742026e+02 8.100388133293376262e-11
1.405853312972313063e+02 1.145429892843275281e-10
1.769864460955607228e+02 1.509061250186810256e-10
2.228127345328078661e+02 2.092945230570857653e-10
2.805046135746590039e+02 2.949485868365376259e-10
3.531343861545901746e+02 3.460921705029655069e-10
4.445698525082834749e+02 3.098150124166166618e-10
5.596802846401818670e+02 2.516604107935724751e-10
7.045957328136156548e+02 2.034294898364114292e-10
8.870334730806664538e+02 1.907587445990903353e-10
