# theta, gammat_shot_noise
2.805046135754705627e+00 3.002524030620321819e-09
3.531343861556119457e+00 2.194119540990825772e-09
4.445698525095699516e+00 1.408548687253664638e-09
5.596802846418014177e+00 1.008236605954621536e-09
7.045957328156546851e+00 5.463130851962467801e-10
8.870334730832327708e+00 3.727513605618041039e-10
1.116708980376357552e+01 2.467572964568454150e-10
1.405853312974346814e+01 1.827736977634667295e-10
1.769864460958168095e+01 1.224343765127904874e-10
2.228127345331300901e+01 8.763306894060178200e-11
2.805046135750647807e+01 8.246500150955618554e-11
3.531343861551010122e+01 7.567439538549054737e-11
4.445698525089266440e+01 5.955405890338305658e-11
5.596802846409915588e+01 7.351691602964719868e-11
7.045957328146349141e+01 8.882570424691592684e-11
8.870334730819496372e+01 1.168020370546399385e-10
1.116708980374742026e+02 1.413755838047211825e-10
1.405853312972313063e+02 2.167988318824512128e-10
1.769864460955607228e+02 3.352097567694618232e-10
2.228127345328078661e+02 4.740676449994450152e-10
2.805046135746590039e+02 5.885973925223933615e-10
3.531343861545901746e+02 6.101965852822108735e-10
4.445698525082834749e+02 5.428425574271094933e-10
5.596802846401818670e+02 4.044187639168780888e-10
7.045957328136156548e+02 4.393269761163869317e-10
8.870334730806664538e+02 4.235539568193090937e-10
