# theta, gammat_shot_noise
2.805046135754705627e+00 1.715779497743417467e-09
3.531343861556119457e+00 1.282561661854142421e-09
4.445698525095699516e+00 7.302684622809227947e-10
5.596802846418014177e+00 5.771352230673558426e-10
7.045957328156546851e+00 3.337141194421806506e-10
8.870334730832327708e+00 2.621271434239646657e-10
1.116708980376357552e+01 1.575911875086022511e-10
1.405853312974346814e+01 8.730404217254224253e-11
1.769864460958168095e+01 8.310150494371778993e-11
2.228127345331300901e+01 8.247925825628668159e-11
2.805046135750647807e+01 6.179048088455069962e-11
3.531343861551010122e+01 5.830628269720580305e-11
4.445698525089266440e+01 6.130955151664791039e-11
5.596802846409915588e+01 7.169860877873713504e-11
7.045957328146349141e+01 9.408144373378415279e-11
8.870334730819496372e+01 1.243370246583213791e-10
1.116708980374742026e+02 1.890324914524078655e-10
1.405853312972313063e+02 3.093194856137119256e-10
1.769864460955607228e+02 4.572131364066014747e-10
2.228127345328078661e+02 7.255641022160581051e-10
2.805046135746590039e+02 1.049530774113248976e-09
3.531343861545901746e+02 1.306690648912703927e-09
4.445698525082834749e+02 1.161048290137648096e-09
5.596802846401818670e+02 8.681149666026771238e-10
7.045957328136156548e+02 7.884473669552355061e-10
8.870334730806664538e+02 7.896905500155143506e-10
