# theta, gammat_shot_noise
2.805046135754705627e+00 1.470237302237712619e-09
3.531343861556119457e+00 1.037340076696028257e-09
4.445698525095699516e+00 6.440482884122227784e-10
5.596802846418014177e+00 4.015686360519794645e-10
7.045957328156546851e+00 2.924213749288078044e-10
8.870334730832327708e+00 1.938903723631192320e-10
1.116708980376357552e+01 1.144890873458027580e-10
1.405853312974346814e+01 9.487939595722625779e-11
1.769864460958168095e+01 7.146092302705741481e-11
2.228127345331300901e+01 6.565520540088132284e-11
2.805046135750647807e+01 6.208972547908685994e-11
3.531343861551010122e+01 4.813863666464001867e-11
4.445698525089266440e+01 4.293578103525226314e-11
5.596802846409915588e+01 4.155109932928340146e-11
7.045957328146349141e+01 4.765188053426345089e-11
8.870334730819496372e+01 5.892619256090823553e-11
1.116708980374742026e+02 7.708921726462629260e-11
1.405853312972313063e+02 1.108779478797658735e-10
1.769864460955607228e+02 1.495762089102207545e-10
2.228127345328078661e+02 2.187284023385458174e-10
2.805046135746590039e+02 3.058660901877265762e-10
3.531343861545901746e+02 3.354905809832488064e-10
4.445698525082834749e+02 3.006253175328758813e-10
5.596802846401818670e+02 2.467322636268267197e-10
7.045957328136156548e+02 1.931665959581812538e-10
8.870334730806664538e+02 1.964232398249317614e-10
