# theta, gammat_shot_noise
2.805046135754705627e+00 2.031664014241628190e-09
3.531343861556119457e+00 1.401414868876788201e-09
4.445698525095699516e+00 8.434369775043013012e-10
5.596802846418014177e+00 5.621579960401030155e-10
7.045957328156546851e+00 3.642740759808341477e-10
8.870334730832327708e+00 2.659798670226826910e-10
1.116708980376357552e+01 2.121119973126626013e-10
1.405853312974346814e+01 1.581296133787850572e-10
1.769864460958168095e+01 9.335619455598166943e-11
2.228127345331300901e+01 7.352317136427886161e-11
2.805046135750647807e+01 5.926393054741580356e-11
3.531343861551010122e+01 4.935304009999021273e-11
4.445698525089266440e+01 5.192627555405182044e-11
5.596802846409915588e+01 5.016177213294087476e-11
7.045957328146349141e+01 6.540149047511821909e-11
8.870334730819496372e+01 7.292936303639722758e-11
1.116708980374742026e+02 9.070331741601296599e-11
1.405853312972313063e+02 1.099926233382432854e-10
1.769864460955607228e+02 1.457578175740946448e-10
2.228127345328078661e+02 2.153808537772899684e-10
2.805046135746590039e+02 2.795323581862333502e-10
3.531343861545901746e+02 3.216199808158024182e-10
4.445698525082834749e+02 2.871197880993985654e-10
5.596802846401818670e+02 2.398584877626099618e-10
7.045957328136156548e+02 1.966499417392440488e-10
8.870334730806664538e+02 1.988753001535856392e-10
