# theta, gammat_shot_noise
2.805046135754705627e+00 1.612853352017064726e-09
3.531343861556119457e+00 9.959784302514845614e-10
4.445698525095699516e+00 7.156712529230332109e-10
5.596802846418014177e+00 3.865798649259284487e-10
7.045957328156546851e+00 3.670277417519668173e-10
8.870334730832327708e+00 2.049901439452464469e-10
1.116708980376357552e+01 1.285697806240063948e-10
1.405853312974346814e+01 1.110188592797137757e-10
1.769864460958168095e+01 1.041282315959939322e-10
2.228127345331300901e+01 6.974425359776552290e-11
2.805046135750647807e+01 5.745364469663549438e-11
3.531343861551010122e+01 4.969716274198050237e-11
4.445698525089266440e+01 4.644787026938110854e-11
5.596802846409915588e+01 7.309610286864218475e-11
7.045957328146349141e+01 7.977311852983670197e-11
8.870334730819496372e+01 1.108493294711192356e-10
1.116708980374742026e+02 1.380081207359447597e-10
1.405853312972313063e+02 2.126099338654575003e-10
1.769864460955607228e+02 3.138935836013111349e-10
2.228127345328078661e+02 4.528031971662618880e-10
2.805046135746590039e+02 5.648915646625795274e-10
3.531343861545901746e+02 6.080447304873077941e-10
4.445698525082834749e+02 5.335953053281530650e-10
5.596802846401818670e+02 4.034001230558125877e-10
7.045957328136156548e+02 4.390268738883425856e-10
8.870334730806664538e+02 4.104389056040916698e-10
