# theta, gammat_shot_noise
2.805046135754705627e+00 1.338043447451726532e-09
3.531343861556119457e+00 9.748905040259652640e-10
4.445698525095699516e+00 6.540702654296186246e-10
5.596802846418014177e+00 3.910914492670233043e-10
7.045957328156546851e+00 2.646944755560255062e-10
8.870334730832327708e+00 1.864240496587464956e-10
1.116708980376357552e+01 1.527662720057176528e-10
1.405853312974346814e+01 1.178301705362906107e-10
1.769864460958168095e+01 8.456584423965188198e-11
2.228127345331300901e+01 7.315203122671605682e-11
2.805046135750647807e+01 8.756432541178081142e-11
3.531343861551010122e+01 8.228107593144148715e-11
4.445698525089266440e+01 9.482582730223839164e-11
5.596802846409915588e+01 1.128934659242793388e-10
7.045957328146349141e+01 1.412499173199051491e-10
8.870334730819496372e+01 1.581959264027315131e-10
1.116708980374742026e+02 2.260237903266540009e-10
1.405853312972313063e+02 3.527619457415177981e-10
1.769864460955607228e+02 5.351514636780678456e-10
2.228127345328078661e+02 8.038381090689119002e-10
2.805046135746590039e+02 1.092337955200201555e-09
3.531343861545901746e+02 1.224987257060171277e-09
4.445698525082834749e+02 1.060947014303691542e-09
5.596802846401818670e+02 7.918764201668746264e-10
7.045957328136156548e+02 7.532900086617206524e-10
8.870334730806664538e+02 7.516585740058577664e-10
