# theta, gammat_shot_noise
2.805046135754705627e+00 1.495467158270554320e-09
3.531343861556119457e+00 1.158806199109611499e-09
4.445698525095699516e+00 7.736251129252924702e-10
5.596802846418014177e+00 4.895125545563747717e-10
7.045957328156546851e+00 3.311903390253056174e-10
8.870334730832327708e+00 3.111495588675183042e-10
1.116708980376357552e+01 2.063537702392480419e-10
1.405853312974346814e+01 1.388537555479625335e-10
1.769864460958168095e+01 1.191302285639724483e-10
2.228127345331300901e+01 7.575823155837513957e-11
2.805046135750647807e+01 9.289674799469876143e-11
3.531343861551010122e+01 8.221426916144581157e-11
4.445698525089266440e+01 8.709901867711617178e-11
5.596802846409915588e+01 9.482409389365015119e-11
7.045957328146349141e+01 1.417425301703123198e-10
8.870334730819496372e+01 1.833428503337202158e-10
1.116708980374742026e+02 2.513747826335777119e-10
1.405853312972313063e+02 3.780397871954769254e-10
1.769864460955607228e+02 5.369997614857696904e-10
2.228127345328078661e+02 8.170519506201227132e-10
2.805046135746590039e+02 1.093176872277915673e-09
3.531343861545901746e+02 1.244345213238341284e-09
4.445698525082834749e+02 1.070015062751212757e-09
5.596802846401818670e+02 7.700740963522654062e-10
7.045957328136156548e+02 7.530728659927825943e-10
8.870334730806664538e+02 7.327074362784538504e-10
