# theta, gammat_err
2.805046135754908576e+00 5.577052442920328655e-05
3.531343861556885511e+00 5.067292609694084568e-05
4.445698525097306231e+00 3.577614774226773795e-05
5.596802846420849242e+00 3.021747701164334576e-05
7.045957328161134292e+00 2.393817814472000777e-05
8.870334730839386950e+00 2.083656503267252797e-05
1.116708980377407912e+01 1.613794586090226121e-05
1.405853312975872704e+01 1.359167982574031422e-05
1.769864460960344488e+01 1.209921850644798062e-05
2.228127345334363341e+01 1.052516396793093822e-05
2.805046135754907866e+01 8.596290080952728030e-06
3.531343861556884889e+01 7.593991734549706097e-06
4.445698525097307652e+01 7.404213985851476054e-06
5.596802846420851552e+01 6.445449908434496071e-06
7.045957328161131272e+01 6.005100739954345814e-06
8.870334730839388726e+01 5.892482624138908728e-06
1.116708980377407130e+02 6.176402578466833413e-06
1.405853312975872882e+02 5.875608887316022766e-06
1.769864460960343422e+02 5.353370856350207904e-06
2.228127345334363838e+02 5.081103824076475897e-06
2.805046135754906231e+02 5.059582328963126510e-06
3.531343861556885599e+02 4.461793847614788813e-06
4.445698525097302536e+02 3.992445502414512707e-06
5.596802846420847573e+02 2.929893510978859716e-06
7.045957328161139230e+02 2.736445121506572559e-06
8.870334730839383610e+02 2.474446958547460960e-06
