# theta, gammat_err
2.805046135754908576e+00 5.698367007933363357e-05
3.531343861556885511e+00 4.318229595622848549e-05
4.445698525097306231e+00 3.607228645400751697e-05
5.596802846420849242e+00 2.644558501516303359e-05
7.045957328161134292e+00 2.550417025085096909e-05
8.870334730839386950e+00 2.037379821274161413e-05
1.116708980377407912e+01 1.540059286312522242e-05
1.405853312975872704e+01 1.410786513058170791e-05
1.769864460960344488e+01 1.144536054750767837e-05
2.228127345334363341e+01 9.688334922666622871e-06
2.805046135754907866e+01 7.963402292900284335e-06
3.531343861556884889e+01 6.811298670665873728e-06
4.445698525097307652e+01 6.547745626695240540e-06
5.596802846420851552e+01 5.715095680922396991e-06
7.045957328161131272e+01 5.319731524298583852e-06
8.870334730839388726e+01 4.889063159729797020e-06
1.116708980377407130e+02 4.687735326439352237e-06
1.405853312975872882e+02 4.141370717170288601e-06
1.769864460960343422e+02 4.006985861859546360e-06
2.228127345334363838e+02 3.638181066384184803e-06
2.805046135754906231e+02 3.654124389339451994e-06
3.531343861556885599e+02 3.166760935927553348e-06
4.445698525097302536e+02 2.805729913107260702e-06
5.596802846420847573e+02 2.344401759237257400e-06
7.045957328161139230e+02 2.064255297172833496e-06
8.870334730839383610e+02 1.686382295479975988e-06
