# theta, gammat_err
2.805046135754908576e+00 5.530611727931801372e-05
3.531343861556885511e+00 4.890769443333520798e-05
4.445698525097306231e+00 3.721287005593158656e-05
5.596802846420849242e+00 2.673125228737074506e-05
7.045957328161134292e+00 2.194537025531880306e-05
8.870334730839386950e+00 1.934818046573551372e-05
1.116708980377407912e+01 1.580605379534461404e-05
1.405853312975872704e+01 1.297243181649087326e-05
1.769864460960344488e+01 1.160870844933291610e-05
2.228127345334363341e+01 1.003824752088786617e-05
2.805046135754907866e+01 8.780503042533793241e-06
3.531343861556884889e+01 7.910495911664284740e-06
4.445698525097307652e+01 6.932518040788344912e-06
5.596802846420851552e+01 6.855422589521835963e-06
7.045957328161131272e+01 6.337726085362026937e-06
8.870334730839388726e+01 6.446050056360754811e-06
1.116708980377407130e+02 6.034185340202132072e-06
1.405853312975872882e+02 5.871612482340552134e-06
1.769864460960343422e+02 5.864342125648473324e-06
2.228127345334363838e+02 5.864746587348884034e-06
2.805046135754906231e+02 5.714764959759407763e-06
3.531343861556885599e+02 4.123676294853577746e-06
4.445698525097302536e+02 3.874945161165316878e-06
5.596802846420847573e+02 3.429289662665538684e-06
7.045957328161139230e+02 2.720221742491329622e-06
8.870334730839383610e+02 2.585007425649728018e-06
