# theta, gammat_err
2.805046135754908576e+00 5.410757810386548048e-05
3.531343861556885511e+00 4.309638191221129664e-05
4.445698525097306231e+00 3.346090367062399569e-05
5.596802846420849242e+00 2.853417759748933205e-05
7.045957328161134292e+00 2.333804310626806590e-05
8.870334730839386950e+00 1.845393878355622389e-05
1.116708980377407912e+01 1.604953620582923442e-05
1.405853312975872704e+01 1.319063755026462539e-05
1.769864460960344488e+01 1.111904892627365136e-05
2.228127345334363341e+01 9.321576777136084918e-06
2.805046135754907866e+01 8.935274927047831127e-06
3.531343861556884889e+01 7.331406444737452182e-06
4.445698525097307652e+01 6.961619129911866346e-06
5.596802846420851552e+01 6.201621222984123702e-06
7.045957328161131272e+01 5.402903928704890054e-06
8.870334730839388726e+01 5.593119561901408215e-06
1.116708980377407130e+02 5.671164906470547532e-06
1.405853312975872882e+02 5.174465627664588090e-06
1.769864460960343422e+02 4.297796398146903062e-06
2.228127345334363838e+02 4.270325368028390979e-06
2.805046135754906231e+02 4.027412300733807421e-06
3.531343861556885599e+02 3.266275693194445085e-06
4.445698525097302536e+02 2.980768331690811176e-06
5.596802846420847573e+02 2.489808572749528483e-06
7.045957328161139230e+02 2.110800711069321507e-06
8.870334730839383610e+02 1.896448274318838187e-06
