# theta, gammat_err
2.805046135754908576e+00 6.209786913742637506e-05
3.531343861556885511e+00 5.155471023532578703e-05
4.445698525097306231e+00 4.195863934778250743e-05
5.596802846420849242e+00 3.580239923458952055e-05
7.045957328161134292e+00 2.882433718287704828e-05
8.870334730839386950e+00 2.270499235084189556e-05
1.116708980377407912e+01 1.825515529664730743e-05
1.405853312975872704e+01 1.645747377673280985e-05
1.769864460960344488e+01 1.314403549195722935e-05
2.228127345334363341e+01 1.290984166988383135e-05
2.805046135754907866e+01 9.742231267954332225e-06
3.531343861556884889e+01 9.407014890063205079e-06
4.445698525097307652e+01 8.367233693557916301e-06
5.596802846420851552e+01 7.578389476706016029e-06
7.045957328161131272e+01 7.722796362650321536e-06
8.870334730839388726e+01 7.109729457881067056e-06
1.116708980377407130e+02 7.646222502861442933e-06
1.405853312975872882e+02 7.279479929857539405e-06
1.769864460960343422e+02 6.918653423867572285e-06
2.228127345334363838e+02 7.288305915027044622e-06
2.805046135754906231e+02 6.537011237226511271e-06
3.531343861556885599e+02 5.420131688018938556e-06
4.445698525097302536e+02 4.618505730722156730e-06
5.596802846420847573e+02 3.989500102727798061e-06
7.045957328161139230e+02 3.286795303611655229e-06
8.870334730839383610e+02 3.299275469807528775e-06
