# theta, gammat_err
2.805046135754908576e+00 5.955157453536520553e-05
3.531343861556885511e+00 4.762098014855399580e-05
4.445698525097306231e+00 3.969239764928782509e-05
5.596802846420849242e+00 3.022670759550543846e-05
7.045957328161134292e+00 2.661977815594112574e-05
8.870334730839386950e+00 2.122667105727921248e-05
1.116708980377407912e+01 1.805105747889310897e-05
1.405853312975872704e+01 1.510654798720911446e-05
1.769864460960344488e+01 1.424679922593111172e-05
2.228127345334363341e+01 1.130273984747120658e-05
2.805046135754907866e+01 9.884920406419249670e-06
3.531343861556884889e+01 9.544566200800343070e-06
4.445698525097307652e+01 9.622903666788004253e-06
5.596802846420851552e+01 9.244093762541767529e-06
7.045957328161131272e+01 8.399131112782327221e-06
8.870334730839388726e+01 8.154302032507579166e-06
1.116708980377407130e+02 7.379704874314939917e-06
1.405853312975872882e+02 6.847372724194266608e-06
1.769864460960343422e+02 6.769111085308667694e-06
2.228127345334363838e+02 6.628816007446179796e-06
2.805046135754906231e+02 6.000584496540207405e-06
3.531343861556885599e+02 5.715191179933074780e-06
4.445698525097302536e+02 4.723445549479060144e-06
5.596802846420847573e+02 3.435574099721275598e-06
7.045957328161139230e+02 3.158280740152095690e-06
8.870334730839383610e+02 2.743419079718972715e-06
