# theta, gammat_err
2.805046135754908576e+00 5.259099644704873705e-05
3.531343861556885511e+00 4.698251689047346899e-05
4.445698525097306231e+00 3.690497223168212880e-05
5.596802846420849242e+00 2.828207119535402635e-05
7.045957328161134292e+00 2.336735505289285668e-05
8.870334730839386950e+00 2.091674805975966906e-05
1.116708980377407912e+01 1.733436454434662423e-05
1.405853312975872704e+01 1.369361939404320070e-05
1.769864460960344488e+01 1.227253114371717922e-05
2.228127345334363341e+01 1.112526816256567437e-05
2.805046135754907866e+01 8.156546331439850018e-06
3.531343861556884889e+01 8.206574441240547458e-06
4.445698525097307652e+01 8.001826311204092196e-06
5.596802846420851552e+01 8.027832606488895920e-06
7.045957328161131272e+01 7.056920775878844768e-06
8.870334730839388726e+01 7.331722102573983788e-06
1.116708980377407130e+02 7.143520496991908726e-06
1.405853312975872882e+02 6.861622289268370048e-06
1.769864460960343422e+02 6.541938984735603177e-06
2.228127345334363838e+02 6.995214399377677372e-06
2.805046135754906231e+02 6.428051240757114963e-06
3.531343861556885599e+02 6.042981863466042987e-06
4.445698525097302536e+02 5.557756620376772265e-06
5.596802846420847573e+02 4.162017954601280563e-06
7.045957328161139230e+02 3.742664130841775709e-06
8.870334730839383610e+02 3.117900309074325443e-06
