# theta, gamma_t
2.805046135754705627e+00 9.053308407412651070e-04
3.531343861556119457e+00 6.974991253546550122e-04
4.445698525095699516e+00 5.580188104833789468e-04
5.596802846418014177e+00 3.806929302355029055e-04
7.045957328156546851e+00 2.950537065384118513e-04
8.870334730832327708e+00 2.766408528549152510e-04
1.116708980376357552e+01 2.404202952418646802e-04
1.405853312974346814e+01 1.997878361367366881e-04
1.769864460958168095e+01 1.651391901166644283e-04
2.228127345331300901e+01 1.550786965972740668e-04
2.805046135750647807e+01 1.310669657598249166e-04
3.531343861551010122e+01 1.236832909053590479e-04
4.445698525089266440e+01 9.589185734720438693e-05
5.596802846409915588e+01 8.516137893192501581e-05
7.045957328146349141e+01 7.180516019883978376e-05
8.870334730819496372e+01 6.300927561431567798e-05
1.116708980374742026e+02 4.301061311550787052e-05
1.405853312972313063e+02 2.657688296682129571e-05
1.769864460955607228e+02 1.096734895239382768e-05
2.228127345328078661e+02 2.243101677521673838e-06
2.805046135746590039e+02 -3.675198654964864516e-06
3.531343861545901746e+02 -3.083812129705316154e-06
4.445698525082834749e+02 3.512719935899655981e-06
5.596802846401818670e+02 1.076352386605930873e-05
7.045957328136156548e+02 3.291921795429197265e-06
8.870334730806664538e+02 -3.544564087398989549e-06
