# theta, gamma_t
2.805046135754705627e+00 3.596199289511919016e-06
3.531343861556119457e+00 -7.332316353025830700e-05
4.445698525095699516e+00 -2.183604681202752667e-05
5.596802846418014177e+00 1.522672867280507102e-05
7.045957328156546851e+00 -1.583170921097700563e-05
8.870334730832327708e+00 3.928654408205678201e-05
1.116708980376357552e+01 5.987591886280662318e-06
1.405853312974346814e+01 4.370962538618977380e-06
1.769864460958168095e+01 2.728658132715176322e-05
2.228127345331300901e+01 1.873945089013295733e-05
2.805046135750647807e+01 1.367660122444917548e-05
3.531343861551010122e+01 8.691683625642623078e-06
4.445698525089266440e+01 1.369492120642921108e-05
5.596802846409915588e+01 9.636514667712089513e-06
7.045957328146349141e+01 6.655509567043322065e-06
8.870334730819496372e+01 9.563502069941990199e-06
1.116708980374742026e+02 -7.723674501197841053e-07
1.405853312972313063e+02 -3.466457332033386640e-06
1.769864460955607228e+02 -6.299357740565513715e-06
2.228127345328078661e+02 -9.833140046768019734e-06
2.805046135746590039e+02 -8.661699035891909181e-06
3.531343861545901746e+02 -3.851237536951036175e-07
4.445698525082834749e+02 3.504474985080074118e-06
5.596802846401818670e+02 3.215494098360223993e-06
7.045957328136156548e+02 -7.956375175549501626e-06
8.870334730806664538e+02 -1.293317700286968209e-05
