# theta, gamma_t
2.805046135754705627e+00 2.175627114347579005e-03
3.531343861556119457e+00 1.735574610202397436e-03
4.445698525095699516e+00 1.420738693938681423e-03
5.596802846418014177e+00 1.062917560309374664e-03
7.045957328156546851e+00 8.095668401386716924e-04
8.870334730832327708e+00 6.793730607893542790e-04
1.116708980376357552e+01 5.642058894771971068e-04
1.405853312974346814e+01 4.392360141886367773e-04
1.769864460958168095e+01 4.041054391363523707e-04
2.228127345331300901e+01 3.190378307921462207e-04
2.805046135750647807e+01 2.933259295448629989e-04
3.531343861551010122e+01 2.318540216134657979e-04
4.445698525089266440e+01 2.030152943233875411e-04
5.596802846409915588e+01 1.719352962431817998e-04
7.045957328146349141e+01 1.434560809399858640e-04
8.870334730819496372e+01 1.135815581605903202e-04
1.116708980374742026e+02 8.980330297522680989e-05
1.405853312972313063e+02 7.287197102204039047e-05
1.769864460955607228e+02 5.810596986256832860e-05
2.228127345328078661e+02 4.334946480419703127e-05
2.805046135746590039e+02 3.468720367412811553e-05
3.531343861545901746e+02 2.762479618469431704e-05
4.445698525082834749e+02 1.654350837767456294e-05
5.596802846401818670e+02 1.780107483633735406e-05
7.045957328136156548e+02 1.260667600629073255e-05
8.870334730806664538e+02 -6.412993664875904215e-06
