# theta, gamma_t
2.805046135754908576e+00 7.537773426733713848e-05
3.531343861556885511e+00 1.702983115156126912e-04
4.445698525097306231e+00 6.938890401067603032e-05
5.596802846420849242e+00 6.130033577887012124e-05
7.045957328161134292e+00 7.235779744450166623e-05
8.870334730839386950e+00 3.015043066740210831e-05
1.116708980377407912e+01 3.414248933958001855e-05
1.405853312975872704e+01 3.477979895323218633e-05
1.769864460960344488e+01 2.369538752536679970e-05
2.228127345334363341e+01 2.512700410739734306e-05
2.805046135754907866e+01 1.302941322424640933e-05
3.531343861556884889e+01 2.984083042674402089e-05
4.445698525097307652e+01 1.320424609105150907e-05
5.596802846420851552e+01 1.013813375094000434e-05
7.045957328161131272e+01 1.629675340844079928e-05
8.870334730839388726e+01 1.166226866833022636e-05
1.116708980377407130e+02 6.858045409769078916e-06
1.405853312975872882e+02 4.497295629253263106e-06
1.769864460960343422e+02 1.604725986815154116e-07
2.228127345334363838e+02 1.055239140775720577e-06
2.805046135754906231e+02 2.565176083317746811e-06
3.531343861556885599e+02 1.203218050810531139e-06
4.445698525097302536e+02 2.817870916564559007e-07
5.596802846420847573e+02 -1.770200806769045957e-06
7.045957328161139230e+02 1.463717873485709015e-06
8.870334730839383610e+02 1.551836004836195016e-06
