# theta, gamma_t
2.805046135754908576e+00 1.103408083976978532e-03
3.531343861556885511e+00 1.034584395545925725e-03
4.445698525097306231e+00 8.560158094346042050e-04
5.596802846420849242e+00 7.024684618844455504e-04
7.045957328161134292e+00 5.771427676120250479e-04
8.870334730839386950e+00 4.689020577331021980e-04
1.116708980377407912e+01 3.620855135579489881e-04
1.405853312975872704e+01 2.959446341905100277e-04
1.769864460960344488e+01 2.637687651091194518e-04
2.228127345334363341e+01 2.018829238183457583e-04
2.805046135754907866e+01 1.769211851748064737e-04
3.531343861556884889e+01 1.417097387627641602e-04
4.445698525097307652e+01 1.381107874488404991e-04
5.596802846420851552e+01 1.059235359591158694e-04
7.045957328161131272e+01 8.330940055092474260e-05
8.870334730839388726e+01 6.381608883108101388e-05
1.116708980377407130e+02 5.172914633970912118e-05
1.405853312975872882e+02 4.150026444447781629e-05
1.769864460960343422e+02 3.796259462992928029e-05
2.228127345334363838e+02 3.353732820529502120e-05
2.805046135754906231e+02 2.557536238061669618e-05
3.531343861556885599e+02 2.143811648207028685e-05
4.445698525097302536e+02 1.346272701118668237e-05
5.596802846420847573e+02 8.750531497865669919e-06
7.045957328161139230e+02 4.668716266357486239e-06
8.870334730839383610e+02 6.659002649494264774e-07
